n,kappa,law,gamma,strength,replication,method,estimate
1000,1,gaussian,1.5,2.1213203435596393,444,BGN11,2.0968264346256444
1000,1,gaussian,1.5,2.1213203435596393,445,Algorithm 1,2.1747129983699955
1000,1,gaussian,1.5,2.1213203435596393,445,BGS25,2.209748380375385
1000,1,gaussian,1.5,2.1213203435596393,445,BGN11,2.2124166543440875
1000,1,gaussian,1.5,2.1213203435596393,446,Algorithm 1,2.1320388588100636
1000,1,gaussian,1.5,2.1213203435596393,446,BGS25,2.1028236464235923
1000,1,gaussian,1.5,2.1213203435596393,446,BGN11,2.1026748094556167
1000,1,gaussian,1.5,2.1213203435596393,447,Algorithm 1,2.050662578346852
1000,1,gaussian,1.5,2.1213203435596393,447,BGS25,2.061235455954707
1000,1,gaussian,1.5,2.1213203435596393,447,BGN11,2.060310407866265
1000,1,gaussian,1.5,2.1213203435596393,448,Algorithm 1,2.160173975043687
1000,1,gaussian,1.5,2.1213203435596393,448,BGS25,2.1465134599710485
1000,1,gaussian,1.5,2.1213203435596393,448,BGN11,2.148178797023168
1000,1,gaussian,1.5,2.1213203435596393,449,Algorithm 1,2.1684665660662445
1000,1,gaussian,1.5,2.1213203435596393,449,BGS25,2.1775102765535097
1000,1,gaussian,1.5,2.1213203435596393,449,BGN11,2.17765375492533
1000,1,gaussian,1.5,2.1213203435596393,450,Algorithm 1,2.137561753553636
1000,1,gaussian,1.5,2.1213203435596393,450,BGS25,2.1495984220593845
1000,1,gaussian,1.5,2.1213203435596393,450,BGN11,2.1506820290764415
1000,1,gaussian,1.5,2.1213203435596393,451,Algorithm 1,2.0490121671191552
1000,1,gaussian,1.5,2.1213203435596393,451,BGS25,2.1632002842797498
1000,1,gaussian,1.5,2.1213203435596393,451,BGN11,2.1616790700369997
1000,1,gaussian,1.5,2.1213203435596393,452,Algorithm 1,2.1445780555745317
1000,1,gaussian,1.5,2.1213203435596393,452,BGS25,2.1147708034827364
1000,1,gaussian,1.5,2.1213203435596393,452,BGN11,2.1167148719234476
1000,1,gaussian,1.5,2.1213203435596393,453,Algorithm 1,2.138872926078187
1000,1,gaussian,1.5,2.1213203435596393,453,BGS25,2.1337560908703956
1000,1,gaussian,1.5,2.1213203435596393,453,BGN11,2.1324304677408485
1000,1,gaussian,1.5,2.1213203435596393,454,Algorithm 1,2.1124601124830042
1000,1,gaussian,1.5,2.1213203435596393,454,BGS25,2.0845560021353156
1000,1,gaussian,1.5,2.1213203435596393,454,BGN11,2.0853497739769513
1000,1,gaussian,1.5,2.1213203435596393,455,Algorithm 1,2.1775116355156103
1000,1,gaussian,1.5,2.1213203435596393,455,BGS25,2.1444654136386934
1000,1,gaussian,1.5,2.1213203435596393,455,BGN11,2.1453107232770368
1000,1,gaussian,1.5,2.1213203435596393,456,Algorithm 1,2.1262639850741145
1000,1,gaussian,1.5,2.1213203435596393,456,BGS25,2.115192441421321
1000,1,gaussian,1.5,2.1213203435596393,456,BGN11,2.1144458098583496
1000,1,gaussian,1.5,2.1213203435596393,457,Algorithm 1,2.176361099474123
1000,1,gaussian,1.5,2.1213203435596393,457,BGS25,2.200758564383901
1000,1,gaussian,1.5,2.1213203435596393,457,BGN11,2.2013057740192585
1000,1,gaussian,1.5,2.1213203435596393,458,Algorithm 1,2.059873743699267
1000,1,gaussian,1.5,2.1213203435596393,458,BGS25,2.066380336583201
1000,1,gaussian,1.5,2.1213203435596393,458,BGN11,2.0706543607850265
1000,1,gaussian,1.5,2.1213203435596393,459,Algorithm 1,2.0628571497942296
1000,1,gaussian,1.5,2.1213203435596393,459,BGS25,2.095343634746581
1000,1,gaussian,1.5,2.1213203435596393,459,BGN11,2.09648518638902
1000,1,gaussian,1.5,2.1213203435596393,460,Algorithm 1,2.251140031820486
1000,1,gaussian,1.5,2.1213203435596393,460,BGS25,2.260504453179748
1000,1,gaussian,1.5,2.1213203435596393,460,BGN11,2.2645219941943324
1000,1,gaussian,1.5,2.1213203435596393,461,Algorithm 1,2.0947296451024915
1000,1,gaussian,1.5,2.1213203435596393,461,BGS25,2.1073993470754777
1000,1,gaussian,1.5,2.1213203435596393,461,BGN11,2.109022840003514
1000,1,gaussian,1.5,2.1213203435596393,462,Algorithm 1,2.0261510661472224
1000,1,gaussian,1.5,2.1213203435596393,462,BGS25,2.0593637361680943
1000,1,gaussian,1.5,2.1213203435596393,462,BGN11,2.0583367789718117
1000,1,gaussian,1.5,2.1213203435596393,463,Algorithm 1,2.057163946282799
1000,1,gaussian,1.5,2.1213203435596393,463,BGS25,2.083844278730437
1000,1,gaussian,1.5,2.1213203435596393,463,BGN11,2.081407156952717
1000,1,gaussian,1.5,2.1213203435596393,464,Algorithm 1,2.1750159587476015
1000,1,gaussian,1.5,2.1213203435596393,464,BGS25,2.161318563737686
1000,1,gaussian,1.5,2.1213203435596393,464,BGN11,2.157471435023018
1000,1,gaussian,1.5,2.1213203435596393,465,Algorithm 1,2.2163165895822714
1000,1,gaussian,1.5,2.1213203435596393,465,BGS25,2.184923583230842
1000,1,gaussian,1.5,2.1213203435596393,465,BGN11,2.187270616056663
1000,1,gaussian,1.5,2.1213203435596393,466,Algorithm 1,2.060259383868467
1000,1,gaussian,1.5,2.1213203435596393,466,BGS25,2.0595861414528294
1000,1,gaussian,1.5,2.1213203435596393,466,BGN11,2.060650767839938
1000,1,gaussian,1.5,2.1213203435596393,467,Algorithm 1,2.098650709540377
1000,1,gaussian,1.5,2.1213203435596393,467,BGS25,2.108114574336166
1000,1,gaussian,1.5,2.1213203435596393,467,BGN11,2.111757026267291
1000,1,gaussian,1.5,2.1213203435596393,468,Algorithm 1,2.13363707533465
1000,1,gaussian,1.5,2.1213203435596393,468,BGS25,2.1180303198887325
1000,1,gaussian,1.5,2.1213203435596393,468,BGN11,2.118124319091744
1000,1,gaussian,1.5,2.1213203435596393,469,Algorithm 1,2.1151409303589013
1000,1,gaussian,1.5,2.1213203435596393,469,BGS25,2.107124491484809
1000,1,gaussian,1.5,2.1213203435596393,469,BGN11,2.108062394309456
1000,1,gaussian,1.5,2.1213203435596393,470,Algorithm 1,2.005825051733466
1000,1,gaussian,1.5,2.1213203435596393,470,BGS25,2.0885889927994534
1000,1,gaussian,1.5,2.1213203435596393,470,BGN11,2.0886509465348966
1000,1,gaussian,1.5,2.1213203435596393,471,Algorithm 1,2.0665058016329176
1000,1,gaussian,1.5,2.1213203435596393,471,BGS25,2.077474623421402
1000,1,gaussian,1.5,2.1213203435596393,471,BGN11,2.077841380745816
1000,1,gaussian,1.5,2.1213203435596393,472,Algorithm 1,2.106513600674418
1000,1,gaussian,1.5,2.1213203435596393,472,BGS25,2.0990965240844406
1000,1,gaussian,1.5,2.1213203435596393,472,BGN11,2.1022787704360764
1000,1,gaussian,1.5,2.1213203435596393,473,Algorithm 1,2.1631720104308356
1000,1,gaussian,1.5,2.1213203435596393,473,BGS25,2.1799292505033865
1000,1,gaussian,1.5,2.1213203435596393,473,BGN11,2.1814192111520483
1000,1,gaussian,1.5,2.1213203435596393,474,Algorithm 1,2.1441640945117597
1000,1,gaussian,1.5,2.1213203435596393,474,BGS25,2.1585777140051863
1000,1,gaussian,1.5,2.1213203435596393,474,BGN11,2.16196879252194
1000,1,gaussian,1.5,2.1213203435596393,475,Algorithm 1,2.2054413819039302
1000,1,gaussian,1.5,2.1213203435596393,475,BGS25,2.179247123971157
1000,1,gaussian,1.5,2.1213203435596393,475,BGN11,2.1816517998568554
1000,1,gaussian,1.5,2.1213203435596393,476,Algorithm 1,2.0218521094235364
1000,1,gaussian,1.5,2.1213203435596393,476,BGS25,2.0437284496668937
1000,1,gaussian,1.5,2.1213203435596393,476,BGN11,2.0405375778924264
1000,1,gaussian,1.5,2.1213203435596393,477,Algorithm 1,2.093160356402149
1000,1,gaussian,1.5,2.1213203435596393,477,BGS25,2.1171293701097706
1000,1,gaussian,1.5,2.1213203435596393,477,BGN11,2.1183937214860524
1000,1,gaussian,1.5,2.1213203435596393,478,Algorithm 1,2.2304950254909897
1000,1,gaussian,1.5,2.1213203435596393,478,BGS25,2.1968868775187125
1000,1,gaussian,1.5,2.1213203435596393,478,BGN11,2.1972381719509815
1000,1,gaussian,1.5,2.1213203435596393,479,Algorithm 1,2.1019880156240403
1000,1,gaussian,1.5,2.1213203435596393,479,BGS25,2.106634618324188
1000,1,gaussian,1.5,2.1213203435596393,479,BGN11,2.105535443459972
1000,1,gaussian,1.5,2.1213203435596393,480,Algorithm 1,2.189413477682337
1000,1,gaussian,1.5,2.1213203435596393,480,BGS25,2.213462248379607
1000,1,gaussian,1.5,2.1213203435596393,480,BGN11,2.2184598842424452
1000,1,gaussian,1.5,2.1213203435596393,481,Algorithm 1,2.0113092613332832
1000,1,gaussian,1.5,2.1213203435596393,481,BGS25,2.0790303592218304
1000,1,gaussian,1.5,2.1213203435596393,481,BGN11,2.0790039567906407
1000,1,gaussian,1.5,2.1213203435596393,482,Algorithm 1,2.1304829745906844
1000,1,gaussian,1.5,2.1213203435596393,482,BGS25,2.108530616100744
1000,1,gaussian,1.5,2.1213203435596393,482,BGN11,2.109608104523329
1000,1,gaussian,1.5,2.1213203435596393,483,Algorithm 1,2.110671206655048
1000,1,gaussian,1.5,2.1213203435596393,483,BGS25,2.1444244387725857
1000,1,gaussian,1.5,2.1213203435596393,483,BGN11,2.1449178291336
1000,1,gaussian,1.5,2.1213203435596393,484,Algorithm 1,2.0832146677630172
1000,1,gaussian,1.5,2.1213203435596393,484,BGS25,2.0907581046954187
1000,1,gaussian,1.5,2.1213203435596393,484,BGN11,2.0959277993155174
1000,1,gaussian,1.5,2.1213203435596393,485,Algorithm 1,2.013886459723696
1000,1,gaussian,1.5,2.1213203435596393,485,BGS25,2.0272661470769355
1000,1,gaussian,1.5,2.1213203435596393,485,BGN11,2.030282575386996
1000,1,gaussian,1.5,2.1213203435596393,486,Algorithm 1,2.209347780712499
1000,1,gaussian,1.5,2.1213203435596393,486,BGS25,2.2377522008301263
1000,1,gaussian,1.5,2.1213203435596393,486,BGN11,2.2384799573092216
1000,1,gaussian,1.5,2.1213203435596393,487,Algorithm 1,2.065127976283939
1000,1,gaussian,1.5,2.1213203435596393,487,BGS25,2.0350372631684674
1000,1,gaussian,1.5,2.1213203435596393,487,BGN11,2.031911351874713
1000,1,gaussian,1.5,2.1213203435596393,488,Algorithm 1,2.0633677171979143
1000,1,gaussian,1.5,2.1213203435596393,488,BGS25,2.0756539323696104
1000,1,gaussian,1.5,2.1213203435596393,488,BGN11,2.0790873029263515
1000,1,gaussian,1.5,2.1213203435596393,489,Algorithm 1,2.099043190995832
1000,1,gaussian,1.5,2.1213203435596393,489,BGS25,2.106618337225857
1000,1,gaussian,1.5,2.1213203435596393,489,BGN11,2.108943498782695
1000,1,gaussian,1.5,2.1213203435596393,490,Algorithm 1,2.0618281368753255
1000,1,gaussian,1.5,2.1213203435596393,490,BGS25,2.1133108252398283
1000,1,gaussian,1.5,2.1213203435596393,490,BGN11,2.117874760107284
1000,1,gaussian,1.5,2.1213203435596393,491,Algorithm 1,2.2175907511551904
1000,1,gaussian,1.5,2.1213203435596393,491,BGS25,2.1882781763172736
1000,1,gaussian,1.5,2.1213203435596393,491,BGN11,2.191096667271161
1000,1,gaussian,1.5,2.1213203435596393,492,Algorithm 1,2.1913875926230117
1000,1,gaussian,1.5,2.1213203435596393,492,BGS25,2.1635442302878634
1000,1,gaussian,1.5,2.1213203435596393,492,BGN11,2.1584701001113378
1000,1,gaussian,1.5,2.1213203435596393,493,Algorithm 1,2.0476920619644075
1000,1,gaussian,1.5,2.1213203435596393,493,BGS25,2.07281951336511
1000,1,gaussian,1.5,2.1213203435596393,493,BGN11,2.07318458772804
1000,1,gaussian,1.5,2.1213203435596393,494,Algorithm 1,2.0751275034555094
1000,1,gaussian,1.5,2.1213203435596393,494,BGS25,2.0469167696812693
1000,1,gaussian,1.5,2.1213203435596393,494,BGN11,2.0500412564447696
1000,1,gaussian,1.5,2.1213203435596393,495,Algorithm 1,2.1123136420619795
1000,1,gaussian,1.5,2.1213203435596393,495,BGS25,2.1455792032588783
1000,1,gaussian,1.5,2.1213203435596393,495,BGN11,2.1472853470943667
1000,1,gaussian,1.5,2.1213203435596393,496,Algorithm 1,2.0335185630674917
1000,1,gaussian,1.5,2.1213203435596393,496,BGS25,2.067660496799345
1000,1,gaussian,1.5,2.1213203435596393,496,BGN11,2.0700525933183656
1000,1,gaussian,1.5,2.1213203435596393,497,Algorithm 1,2.1608658215129912
1000,1,gaussian,1.5,2.1213203435596393,497,BGS25,2.128911934750984
1000,1,gaussian,1.5,2.1213203435596393,497,BGN11,2.133170171423407
1000,1,gaussian,1.5,2.1213203435596393,498,Algorithm 1,2.1181363658046495
1000,1,gaussian,1.5,2.1213203435596393,498,BGS25,2.1249536047570023
1000,1,gaussian,1.5,2.1213203435596393,498,BGN11,2.12971752251294
1000,1,gaussian,1.5,2.1213203435596393,499,Algorithm 1,2.086283586344913
1000,1,gaussian,1.5,2.1213203435596393,499,BGS25,2.1191014870651075
1000,1,gaussian,1.5,2.1213203435596393,499,BGN11,2.1133296360705027
1000,1,gaussian,1.5,2.1213203435596393,500,Algorithm 1,2.134872591705974
1000,1,gaussian,1.5,2.1213203435596393,500,BGS25,2.1847936053501718
1000,1,gaussian,1.5,2.1213203435596393,500,BGN11,2.1852791985435998
1000,1,rademacher,1.5,2.1213203435596393,1,Algorithm 1,2.162923694502653
1000,1,rademacher,1.5,2.1213203435596393,1,BGS25,2.2047247059826134
1000,1,rademacher,1.5,2.1213203435596393,1,BGN11,2.203620350607637
1000,1,rademacher,1.5,2.1213203435596393,2,Algorithm 1,2.147085205452807
1000,1,rademacher,1.5,2.1213203435596393,2,BGS25,2.1563859137891472
1000,1,rademacher,1.5,2.1213203435596393,2,BGN11,2.1594657587412365
1000,1,rademacher,1.5,2.1213203435596393,3,Algorithm 1,2.1286884828279153
1000,1,rademacher,1.5,2.1213203435596393,3,BGS25,2.1044566294913927
1000,1,rademacher,1.5,2.1213203435596393,3,BGN11,2.1079750185466084
1000,1,rademacher,1.5,2.1213203435596393,4,Algorithm 1,2.0645981742724677
1000,1,rademacher,1.5,2.1213203435596393,4,BGS25,2.0879008092960287
1000,1,rademacher,1.5,2.1213203435596393,4,BGN11,2.087530897432209
1000,1,rademacher,1.5,2.1213203435596393,5,Algorithm 1,2.0964006003692646
1000,1,rademacher,1.5,2.1213203435596393,5,BGS25,2.105409412711653
1000,1,rademacher,1.5,2.1213203435596393,5,BGN11,2.110523931801877
1000,1,rademacher,1.5,2.1213203435596393,6,Algorithm 1,2.09699197049715
1000,1,rademacher,1.5,2.1213203435596393,6,BGS25,2.109785963231388
1000,1,rademacher,1.5,2.1213203435596393,6,BGN11,2.1123473817695952
1000,1,rademacher,1.5,2.1213203435596393,7,Algorithm 1,2.072583200320003
1000,1,rademacher,1.5,2.1213203435596393,7,BGS25,2.099393306679266
1000,1,rademacher,1.5,2.1213203435596393,7,BGN11,2.0971118381136944
1000,1,rademacher,1.5,2.1213203435596393,8,Algorithm 1,2.135883406751414
1000,1,rademacher,1.5,2.1213203435596393,8,BGS25,2.1038172836823326
1000,1,rademacher,1.5,2.1213203435596393,8,BGN11,2.1091334480258204
1000,1,rademacher,1.5,2.1213203435596393,9,Algorithm 1,2.1211665610807953
1000,1,rademacher,1.5,2.1213203435596393,9,BGS25,2.1318220254968554
1000,1,rademacher,1.5,2.1213203435596393,9,BGN11,2.1369959004554904
1000,1,rademacher,1.5,2.1213203435596393,10,Algorithm 1,2.08689753321257
1000,1,rademacher,1.5,2.1213203435596393,10,BGS25,2.0759047005943314
1000,1,rademacher,1.5,2.1213203435596393,10,BGN11,2.0828552970443748
1000,1,rademacher,1.5,2.1213203435596393,11,Algorithm 1,2.107307609948705
1000,1,rademacher,1.5,2.1213203435596393,11,BGS25,2.1029392081734315
1000,1,rademacher,1.5,2.1213203435596393,11,BGN11,2.1030104558860376
1000,1,rademacher,1.5,2.1213203435596393,12,Algorithm 1,2.123119772060235
1000,1,rademacher,1.5,2.1213203435596393,12,BGS25,2.1080373504447794
1000,1,rademacher,1.5,2.1213203435596393,12,BGN11,2.1118652859496962
1000,1,rademacher,1.5,2.1213203435596393,13,Algorithm 1,1.9922910800992766
1000,1,rademacher,1.5,2.1213203435596393,13,BGS25,2.0207991349328775
1000,1,rademacher,1.5,2.1213203435596393,13,BGN11,2.02329785609271
1000,1,rademacher,1.5,2.1213203435596393,14,Algorithm 1,2.063239153550956
1000,1,rademacher,1.5,2.1213203435596393,14,BGS25,2.036699748267289
1000,1,rademacher,1.5,2.1213203435596393,14,BGN11,2.041724101285963
1000,1,rademacher,1.5,2.1213203435596393,15,Algorithm 1,2.064722592564528
1000,1,rademacher,1.5,2.1213203435596393,15,BGS25,2.073707058791671
1000,1,rademacher,1.5,2.1213203435596393,15,BGN11,2.075391833614741
1000,1,rademacher,1.5,2.1213203435596393,16,Algorithm 1,2.154463428841137
1000,1,rademacher,1.5,2.1213203435596393,16,BGS25,2.1191815310283753
1000,1,rademacher,1.5,2.1213203435596393,16,BGN11,2.1198033868734956
1000,1,rademacher,1.5,2.1213203435596393,17,Algorithm 1,2.1486744469354373
1000,1,rademacher,1.5,2.1213203435596393,17,BGS25,2.150352310795276
1000,1,rademacher,1.5,2.1213203435596393,17,BGN11,2.1494970667529425
1000,1,rademacher,1.5,2.1213203435596393,18,Algorithm 1,2.095871561653164
1000,1,rademacher,1.5,2.1213203435596393,18,BGS25,2.1341397438360667
1000,1,rademacher,1.5,2.1213203435596393,18,BGN11,2.1386884212989847
1000,1,rademacher,1.5,2.1213203435596393,19,Algorithm 1,2.0900659842244362
1000,1,rademacher,1.5,2.1213203435596393,19,BGS25,2.0962541954377794
1000,1,rademacher,1.5,2.1213203435596393,19,BGN11,2.1015716887492863
1000,1,rademacher,1.5,2.1213203435596393,20,Algorithm 1,2.18786873870114
1000,1,rademacher,1.5,2.1213203435596393,20,BGS25,2.130711635501392
1000,1,rademacher,1.5,2.1213203435596393,20,BGN11,2.132547038091318
1000,1,rademacher,1.5,2.1213203435596393,21,Algorithm 1,2.108032397109061
1000,1,rademacher,1.5,2.1213203435596393,21,BGS25,2.1192831162477037
1000,1,rademacher,1.5,2.1213203435596393,21,BGN11,2.12126817211109
1000,1,rademacher,1.5,2.1213203435596393,22,Algorithm 1,2.1328904488466005
1000,1,rademacher,1.5,2.1213203435596393,22,BGS25,2.1348425360557117
1000,1,rademacher,1.5,2.1213203435596393,22,BGN11,2.145308248528219
1000,1,rademacher,1.5,2.1213203435596393,23,Algorithm 1,2.0749225044357362
1000,1,rademacher,1.5,2.1213203435596393,23,BGS25,2.0476801954668944
1000,1,rademacher,1.5,2.1213203435596393,23,BGN11,2.0513275297944618
1000,1,rademacher,1.5,2.1213203435596393,24,Algorithm 1,2.1549226450631975
1000,1,rademacher,1.5,2.1213203435596393,24,BGS25,2.1301762195475464
1000,1,rademacher,1.5,2.1213203435596393,24,BGN11,2.131072188742184
1000,1,rademacher,1.5,2.1213203435596393,25,Algorithm 1,2.152379661548131
1000,1,rademacher,1.5,2.1213203435596393,25,BGS25,2.183269522170173
1000,1,rademacher,1.5,2.1213203435596393,25,BGN11,2.1869889365633615
1000,1,rademacher,1.5,2.1213203435596393,26,Algorithm 1,2.1231052822746785
1000,1,rademacher,1.5,2.1213203435596393,26,BGS25,2.126224400349029
1000,1,rademacher,1.5,2.1213203435596393,26,BGN11,2.128204405819271
1000,1,rademacher,1.5,2.1213203435596393,27,Algorithm 1,2.1654154488776935
1000,1,rademacher,1.5,2.1213203435596393,27,BGS25,2.183733220965222
1000,1,rademacher,1.5,2.1213203435596393,27,BGN11,2.1893986984911344
1000,1,rademacher,1.5,2.1213203435596393,28,Algorithm 1,2.1299921744576267
1000,1,rademacher,1.5,2.1213203435596393,28,BGS25,2.1205531549930643
1000,1,rademacher,1.5,2.1213203435596393,28,BGN11,2.127191550680241
1000,1,rademacher,1.5,2.1213203435596393,29,Algorithm 1,2.015442499866713
1000,1,rademacher,1.5,2.1213203435596393,29,BGS25,2.047458306833989
1000,1,rademacher,1.5,2.1213203435596393,29,BGN11,2.052576689605292
1000,1,rademacher,1.5,2.1213203435596393,30,Algorithm 1,2.0488843529134257
1000,1,rademacher,1.5,2.1213203435596393,30,BGS25,2.0875974652398206
1000,1,rademacher,1.5,2.1213203435596393,30,BGN11,2.0910465187437755
1000,1,rademacher,1.5,2.1213203435596393,31,Algorithm 1,2.1306531295564595
1000,1,rademacher,1.5,2.1213203435596393,31,BGS25,2.149863904437101
1000,1,rademacher,1.5,2.1213203435596393,31,BGN11,2.1509258859993525
1000,1,rademacher,1.5,2.1213203435596393,32,Algorithm 1,2.1478103289442476
1000,1,rademacher,1.5,2.1213203435596393,32,BGS25,2.1524723312729597
1000,1,rademacher,1.5,2.1213203435596393,32,BGN11,2.1571385696612047
1000,1,rademacher,1.5,2.1213203435596393,33,Algorithm 1,2.0668811711627892
1000,1,rademacher,1.5,2.1213203435596393,33,BGS25,2.0908313466875943
1000,1,rademacher,1.5,2.1213203435596393,33,BGN11,2.0931327278922653
1000,1,rademacher,1.5,2.1213203435596393,34,Algorithm 1,2.113392111468503
1000,1,rademacher,1.5,2.1213203435596393,34,BGS25,2.048084628742581
1000,1,rademacher,1.5,2.1213203435596393,34,BGN11,2.049072750483005
1000,1,rademacher,1.5,2.1213203435596393,35,Algorithm 1,2.0858900181902764
1000,1,rademacher,1.5,2.1213203435596393,35,BGS25,2.0523990666687837
1000,1,rademacher,1.5,2.1213203435596393,35,BGN11,2.0550491402850595
1000,1,rademacher,1.5,2.1213203435596393,36,Algorithm 1,2.147833911124421
1000,1,rademacher,1.5,2.1213203435596393,36,BGS25,2.102422340205532
1000,1,rademacher,1.5,2.1213203435596393,36,BGN11,2.1068853146509
1000,1,rademacher,1.5,2.1213203435596393,37,Algorithm 1,2.12407099831827
1000,1,rademacher,1.5,2.1213203435596393,37,BGS25,2.123637741722566
1000,1,rademacher,1.5,2.1213203435596393,37,BGN11,2.126537880067235
1000,1,rademacher,1.5,2.1213203435596393,38,Algorithm 1,2.2007844901931106
1000,1,rademacher,1.5,2.1213203435596393,38,BGS25,2.1628374951662668
1000,1,rademacher,1.5,2.1213203435596393,38,BGN11,2.162230512612568
1000,1,rademacher,1.5,2.1213203435596393,39,Algorithm 1,2.139838909547184
1000,1,rademacher,1.5,2.1213203435596393,39,BGS25,2.145719217295904
1000,1,rademacher,1.5,2.1213203435596393,39,BGN11,2.1475652063312496
1000,1,rademacher,1.5,2.1213203435596393,40,Algorithm 1,2.136252012475071
1000,1,rademacher,1.5,2.1213203435596393,40,BGS25,2.1064028177583887
1000,1,rademacher,1.5,2.1213203435596393,40,BGN11,2.1111771225817604
1000,1,rademacher,1.5,2.1213203435596393,41,Algorithm 1,1.9507141137190145
1000,1,rademacher,1.5,2.1213203435596393,41,BGS25,2.0433277348326015
1000,1,rademacher,1.5,2.1213203435596393,41,BGN11,2.04664766604825
1000,1,rademacher,1.5,2.1213203435596393,42,Algorithm 1,2.1924448583666343
1000,1,rademacher,1.5,2.1213203435596393,42,BGS25,2.2354912169161176
1000,1,rademacher,1.5,2.1213203435596393,42,BGN11,2.2360191794280837
1000,1,rademacher,1.5,2.1213203435596393,43,Algorithm 1,2.168169602761189
1000,1,rademacher,1.5,2.1213203435596393,43,BGS25,2.1498969795866207
1000,1,rademacher,1.5,2.1213203435596393,43,BGN11,2.1549198205141162
1000,1,rademacher,1.5,2.1213203435596393,44,Algorithm 1,2.1239740270396434
1000,1,rademacher,1.5,2.1213203435596393,44,BGS25,2.126772007126919
1000,1,rademacher,1.5,2.1213203435596393,44,BGN11,2.1301301927057676
1000,1,rademacher,1.5,2.1213203435596393,45,Algorithm 1,2.195768244698021
1000,1,rademacher,1.5,2.1213203435596393,45,BGS25,2.1881989734624816
1000,1,rademacher,1.5,2.1213203435596393,45,BGN11,2.186792443285601
1000,1,rademacher,1.5,2.1213203435596393,46,Algorithm 1,2.0410963944259906
1000,1,rademacher,1.5,2.1213203435596393,46,BGS25,2.07256477749616
1000,1,rademacher,1.5,2.1213203435596393,46,BGN11,2.078354195492647
1000,1,rademacher,1.5,2.1213203435596393,47,Algorithm 1,2.0768391055017736
1000,1,rademacher,1.5,2.1213203435596393,47,BGS25,2.080787662897341
1000,1,rademacher,1.5,2.1213203435596393,47,BGN11,2.078799367454976
1000,1,rademacher,1.5,2.1213203435596393,48,Algorithm 1,2.192885541524328
1000,1,rademacher,1.5,2.1213203435596393,48,BGS25,2.158486602170089
1000,1,rademacher,1.5,2.1213203435596393,48,BGN11,2.1582393092120737
1000,1,rademacher,1.5,2.1213203435596393,49,Algorithm 1,2.193609600872937
1000,1,rademacher,1.5,2.1213203435596393,49,BGS25,2.1647527637588517
1000,1,rademacher,1.5,2.1213203435596393,49,BGN11,2.169290598502466
1000,1,rademacher,1.5,2.1213203435596393,50,Algorithm 1,2.0587312716445947
1000,1,rademacher,1.5,2.1213203435596393,50,BGS25,2.0747583130353635
1000,1,rademacher,1.5,2.1213203435596393,50,BGN11,2.079097290271943
1000,1,rademacher,1.5,2.1213203435596393,51,Algorithm 1,2.128163530843696
1000,1,rademacher,1.5,2.1213203435596393,51,BGS25,2.121327891210406
1000,1,rademacher,1.5,2.1213203435596393,51,BGN11,2.123133105594709
1000,1,rademacher,1.5,2.1213203435596393,52,Algorithm 1,2.0935798915661277
1000,1,rademacher,1.5,2.1213203435596393,52,BGS25,2.132262483352198
1000,1,rademacher,1.5,2.1213203435596393,52,BGN11,2.131583948482052
1000,1,rademacher,1.5,2.1213203435596393,53,Algorithm 1,2.0950588869423714
1000,1,rademacher,1.5,2.1213203435596393,53,BGS25,2.0923159761106036
1000,1,rademacher,1.5,2.1213203435596393,53,BGN11,2.092059368260031
1000,1,rademacher,1.5,2.1213203435596393,54,Algorithm 1,2.2068295022977877
1000,1,rademacher,1.5,2.1213203435596393,54,BGS25,2.1664630947843575
1000,1,rademacher,1.5,2.1213203435596393,54,BGN11,2.170164878962038
1000,1,rademacher,1.5,2.1213203435596393,55,Algorithm 1,2.1464889827586453
1000,1,rademacher,1.5,2.1213203435596393,55,BGS25,2.0729924657442305
1000,1,rademacher,1.5,2.1213203435596393,55,BGN11,2.0804440573894905
1000,1,rademacher,1.5,2.1213203435596393,56,Algorithm 1,2.1486140060070738
1000,1,rademacher,1.5,2.1213203435596393,56,BGS25,2.1710620511030854
1000,1,rademacher,1.5,2.1213203435596393,56,BGN11,2.175126466906178
1000,1,rademacher,1.5,2.1213203435596393,57,Algorithm 1,2.100395155738067
1000,1,rademacher,1.5,2.1213203435596393,57,BGS25,2.085077006569519
1000,1,rademacher,1.5,2.1213203435596393,57,BGN11,2.0869222223824706
1000,1,rademacher,1.5,2.1213203435596393,58,Algorithm 1,2.0733964598566814
1000,1,rademacher,1.5,2.1213203435596393,58,BGS25,2.079777977666925
1000,1,rademacher,1.5,2.1213203435596393,58,BGN11,2.082168454631457
1000,1,rademacher,1.5,2.1213203435596393,59,Algorithm 1,2.162098999862026
1000,1,rademacher,1.5,2.1213203435596393,59,BGS25,2.1481359016553223
1000,1,rademacher,1.5,2.1213203435596393,59,BGN11,2.153073853566926
1000,1,rademacher,1.5,2.1213203435596393,60,Algorithm 1,2.101321941773765
1000,1,rademacher,1.5,2.1213203435596393,60,BGS25,2.1145080741962974
1000,1,rademacher,1.5,2.1213203435596393,60,BGN11,2.1186894496175324
1000,1,rademacher,1.5,2.1213203435596393,61,Algorithm 1,2.0909864313071744
1000,1,rademacher,1.5,2.1213203435596393,61,BGS25,2.085395047841446
1000,1,rademacher,1.5,2.1213203435596393,61,BGN11,2.08738533983957
1000,1,rademacher,1.5,2.1213203435596393,62,Algorithm 1,2.18547113536912
