n,kappa,law,gamma,strength,replication,method,estimate
1000,8,gaussian,1.5,4.27961722884659,156,BGS25,5.178417588648493
1000,8,gaussian,1.5,4.27961722884659,156,BGN11,4.860602238522781
1000,8,gaussian,1.5,4.27961722884659,157,Algorithm 1,4.0509696004879725
1000,8,gaussian,1.5,4.27961722884659,157,BGS25,4.932987955543096
1000,8,gaussian,1.5,4.27961722884659,157,BGN11,4.579438066847399
1000,8,gaussian,1.5,4.27961722884659,158,Algorithm 1,4.297431560100466
1000,8,gaussian,1.5,4.27961722884659,158,BGS25,4.928560724104132
1000,8,gaussian,1.5,4.27961722884659,158,BGN11,4.568650228672295
1000,8,gaussian,1.5,4.27961722884659,159,Algorithm 1,4.288131475225375
1000,8,gaussian,1.5,4.27961722884659,159,BGS25,4.790648756853907
1000,8,gaussian,1.5,4.27961722884659,159,BGN11,4.419448285058709
1000,8,gaussian,1.5,4.27961722884659,160,Algorithm 1,4.243335540688447
1000,8,gaussian,1.5,4.27961722884659,160,BGS25,4.965911142922982
1000,8,gaussian,1.5,4.27961722884659,160,BGN11,4.617888860265134
1000,8,gaussian,1.5,4.27961722884659,161,Algorithm 1,4.382838541365114
1000,8,gaussian,1.5,4.27961722884659,161,BGS25,5.011810224291847
1000,8,gaussian,1.5,4.27961722884659,161,BGN11,4.668380884515947
1000,8,gaussian,1.5,4.27961722884659,162,Algorithm 1,4.357361753268991
1000,8,gaussian,1.5,4.27961722884659,162,BGS25,4.874877422858386
1000,8,gaussian,1.5,4.27961722884659,162,BGN11,4.506016065454583
1000,8,gaussian,1.5,4.27961722884659,163,Algorithm 1,4.368617463259865
1000,8,gaussian,1.5,4.27961722884659,163,BGS25,4.951468315403114
1000,8,gaussian,1.5,4.27961722884659,163,BGN11,4.609594574497712
1000,8,gaussian,1.5,4.27961722884659,164,Algorithm 1,4.22944616209583
1000,8,gaussian,1.5,4.27961722884659,164,BGS25,4.877282557103545
1000,8,gaussian,1.5,4.27961722884659,164,BGN11,4.508856640582882
1000,8,gaussian,1.5,4.27961722884659,165,Algorithm 1,4.156382144370088
1000,8,gaussian,1.5,4.27961722884659,165,BGS25,4.855975765215696
1000,8,gaussian,1.5,4.27961722884659,165,BGN11,4.484221275507081
1000,8,gaussian,1.5,4.27961722884659,166,Algorithm 1,4.4108507032432795
1000,8,gaussian,1.5,4.27961722884659,166,BGS25,5.005348333207108
1000,8,gaussian,1.5,4.27961722884659,166,BGN11,4.658607246559314
1000,8,gaussian,1.5,4.27961722884659,167,Algorithm 1,4.044587054905466
1000,8,gaussian,1.5,4.27961722884659,167,BGS25,4.860251494341151
1000,8,gaussian,1.5,4.27961722884659,167,BGN11,4.49997176578839
1000,8,gaussian,1.5,4.27961722884659,168,Algorithm 1,4.527278715521737
1000,8,gaussian,1.5,4.27961722884659,168,BGS25,5.113152174562197
1000,8,gaussian,1.5,4.27961722884659,168,BGN11,4.780888517018714
1000,8,gaussian,1.5,4.27961722884659,169,Algorithm 1,4.104991932272586
1000,8,gaussian,1.5,4.27961722884659,169,BGS25,4.844709763874505
1000,8,gaussian,1.5,4.27961722884659,169,BGN11,4.478736522069147
1000,8,gaussian,1.5,4.27961722884659,170,Algorithm 1,4.048949598030642
1000,8,gaussian,1.5,4.27961722884659,170,BGS25,4.71651863804532
1000,8,gaussian,1.5,4.27961722884659,170,BGN11,4.3291297850004895
1000,8,gaussian,1.5,4.27961722884659,171,Algorithm 1,4.275712733990737
1000,8,gaussian,1.5,4.27961722884659,171,BGS25,4.957238019938671
1000,8,gaussian,1.5,4.27961722884659,171,BGN11,4.6095365794866225
1000,8,gaussian,1.5,4.27961722884659,172,Algorithm 1,4.3638693215274404
1000,8,gaussian,1.5,4.27961722884659,172,BGS25,5.033853619448625
1000,8,gaussian,1.5,4.27961722884659,172,BGN11,4.686949595459496
1000,8,gaussian,1.5,4.27961722884659,173,Algorithm 1,4.403243114116182
1000,8,gaussian,1.5,4.27961722884659,173,BGS25,4.9694630668430975
1000,8,gaussian,1.5,4.27961722884659,173,BGN11,4.612538311907251
1000,8,gaussian,1.5,4.27961722884659,174,Algorithm 1,3.9229108160348316
1000,8,gaussian,1.5,4.27961722884659,174,BGS25,4.72836648463046
1000,8,gaussian,1.5,4.27961722884659,174,BGN11,4.338607951979141
1000,8,gaussian,1.5,4.27961722884659,175,Algorithm 1,4.180121661421174
1000,8,gaussian,1.5,4.27961722884659,175,BGS25,4.897173850800586
1000,8,gaussian,1.5,4.27961722884659,175,BGN11,4.533888961972908
1000,8,gaussian,1.5,4.27961722884659,176,Algorithm 1,4.186710342772047
1000,8,gaussian,1.5,4.27961722884659,176,BGS25,4.89117916542277
1000,8,gaussian,1.5,4.27961722884659,176,BGN11,4.531561529561375
1000,8,gaussian,1.5,4.27961722884659,177,Algorithm 1,4.265409338587366
1000,8,gaussian,1.5,4.27961722884659,177,BGS25,4.898844820258481
1000,8,gaussian,1.5,4.27961722884659,177,BGN11,4.540495831732039
1000,8,gaussian,1.5,4.27961722884659,178,Algorithm 1,4.09760334660771
1000,8,gaussian,1.5,4.27961722884659,178,BGS25,4.778032174433742
1000,8,gaussian,1.5,4.27961722884659,178,BGN11,4.391990900700051
1000,8,gaussian,1.5,4.27961722884659,179,Algorithm 1,4.148458139729964
1000,8,gaussian,1.5,4.27961722884659,179,BGS25,4.8221751077824715
1000,8,gaussian,1.5,4.27961722884659,179,BGN11,4.448310325661554
1000,8,gaussian,1.5,4.27961722884659,180,Algorithm 1,4.372929990601247
1000,8,gaussian,1.5,4.27961722884659,180,BGS25,5.00860932862637
1000,8,gaussian,1.5,4.27961722884659,180,BGN11,4.663608155090105
1000,8,gaussian,1.5,4.27961722884659,181,Algorithm 1,4.427135643269343
1000,8,gaussian,1.5,4.27961722884659,181,BGS25,5.00340519780905
1000,8,gaussian,1.5,4.27961722884659,181,BGN11,4.663049912595147
1000,8,gaussian,1.5,4.27961722884659,182,Algorithm 1,4.326427602434472
1000,8,gaussian,1.5,4.27961722884659,182,BGS25,4.992060971973725
1000,8,gaussian,1.5,4.27961722884659,182,BGN11,4.647348541866336
1000,8,gaussian,1.5,4.27961722884659,183,Algorithm 1,4.270111397663324
1000,8,gaussian,1.5,4.27961722884659,183,BGS25,4.945399278872552
1000,8,gaussian,1.5,4.27961722884659,183,BGN11,4.591378491987071
1000,8,gaussian,1.5,4.27961722884659,184,Algorithm 1,4.343308768133886
1000,8,gaussian,1.5,4.27961722884659,184,BGS25,5.0261830300299986
1000,8,gaussian,1.5,4.27961722884659,184,BGN11,4.6809413454442055
1000,8,gaussian,1.5,4.27961722884659,185,Algorithm 1,4.147880341387319
1000,8,gaussian,1.5,4.27961722884659,185,BGS25,4.886025180752462
1000,8,gaussian,1.5,4.27961722884659,185,BGN11,4.518238473931819
1000,8,gaussian,1.5,4.27961722884659,186,Algorithm 1,4.181578679601439
1000,8,gaussian,1.5,4.27961722884659,186,BGS25,4.913304910564404
1000,8,gaussian,1.5,4.27961722884659,186,BGN11,4.55242901044326
1000,8,gaussian,1.5,4.27961722884659,187,Algorithm 1,4.268092870081248
1000,8,gaussian,1.5,4.27961722884659,187,BGS25,4.921156107753809
1000,8,gaussian,1.5,4.27961722884659,187,BGN11,4.562828567195046
1000,8,gaussian,1.5,4.27961722884659,188,Algorithm 1,4.308662912487161
1000,8,gaussian,1.5,4.27961722884659,188,BGS25,4.892284299840021
1000,8,gaussian,1.5,4.27961722884659,188,BGN11,4.5286675225375665
1000,8,gaussian,1.5,4.27961722884659,189,Algorithm 1,4.107535578248672
1000,8,gaussian,1.5,4.27961722884659,189,BGS25,5.018451597320894
1000,8,gaussian,1.5,4.27961722884659,189,BGN11,4.674519885667768
1000,8,gaussian,1.5,4.27961722884659,190,Algorithm 1,4.2009432054825
1000,8,gaussian,1.5,4.27961722884659,190,BGS25,4.824183203897632
1000,8,gaussian,1.5,4.27961722884659,190,BGN11,4.446940920340198
1000,8,gaussian,1.5,4.27961722884659,191,Algorithm 1,4.028491599823306
1000,8,gaussian,1.5,4.27961722884659,191,BGS25,4.7057654973177865
1000,8,gaussian,1.5,4.27961722884659,191,BGN11,4.316061267322153
1000,8,gaussian,1.5,4.27961722884659,192,Algorithm 1,3.9965033664229015
1000,8,gaussian,1.5,4.27961722884659,192,BGS25,4.6951718276616
1000,8,gaussian,1.5,4.27961722884659,192,BGN11,4.30621759448831
1000,8,gaussian,1.5,4.27961722884659,193,Algorithm 1,3.9812590083609094
1000,8,gaussian,1.5,4.27961722884659,193,BGS25,4.802697172878176
1000,8,gaussian,1.5,4.27961722884659,193,BGN11,4.426658799640199
1000,8,gaussian,1.5,4.27961722884659,194,Algorithm 1,4.112802971644901
1000,8,gaussian,1.5,4.27961722884659,194,BGS25,4.9028968661556105
1000,8,gaussian,1.5,4.27961722884659,194,BGN11,4.550897443543679
1000,8,gaussian,1.5,4.27961722884659,195,Algorithm 1,4.490485214787791
1000,8,gaussian,1.5,4.27961722884659,195,BGS25,5.085749098692656
1000,8,gaussian,1.5,4.27961722884659,195,BGN11,4.75912482873878
1000,8,gaussian,1.5,4.27961722884659,196,Algorithm 1,4.310022129719941
1000,8,gaussian,1.5,4.27961722884659,196,BGS25,4.969522681454759
1000,8,gaussian,1.5,4.27961722884659,196,BGN11,4.61348542647967
1000,8,gaussian,1.5,4.27961722884659,197,Algorithm 1,4.370375562660753
1000,8,gaussian,1.5,4.27961722884659,197,BGS25,5.018078528382825
1000,8,gaussian,1.5,4.27961722884659,197,BGN11,4.6736500998268395
1000,8,gaussian,1.5,4.27961722884659,198,Algorithm 1,4.23698093836412
1000,8,gaussian,1.5,4.27961722884659,198,BGS25,4.859173978906202
1000,8,gaussian,1.5,4.27961722884659,198,BGN11,4.495797700959692
1000,8,gaussian,1.5,4.27961722884659,199,Algorithm 1,4.413523705516117
1000,8,gaussian,1.5,4.27961722884659,199,BGS25,5.031542463126081
1000,8,gaussian,1.5,4.27961722884659,199,BGN11,4.686441769535982
1000,8,gaussian,1.5,4.27961722884659,200,Algorithm 1,4.036832114917363
1000,8,gaussian,1.5,4.27961722884659,200,BGS25,4.774890919195737
1000,8,gaussian,1.5,4.27961722884659,200,BGN11,4.393633324656713
1000,8,gaussian,1.5,4.27961722884659,201,Algorithm 1,3.924837369167551
1000,8,gaussian,1.5,4.27961722884659,201,BGS25,4.6778886515648175
1000,8,gaussian,1.5,4.27961722884659,201,BGN11,4.282019813946144
1000,8,gaussian,1.5,4.27961722884659,202,Algorithm 1,4.385405058162135
1000,8,gaussian,1.5,4.27961722884659,202,BGS25,4.914255895864814
1000,8,gaussian,1.5,4.27961722884659,202,BGN11,4.565067128999522
1000,8,gaussian,1.5,4.27961722884659,203,Algorithm 1,4.300220270737195
1000,8,gaussian,1.5,4.27961722884659,203,BGS25,5.057495376814357
1000,8,gaussian,1.5,4.27961722884659,203,BGN11,4.723422680000647
1000,8,gaussian,1.5,4.27961722884659,204,Algorithm 1,4.413500606490401
1000,8,gaussian,1.5,4.27961722884659,204,BGS25,5.0238543595517005
1000,8,gaussian,1.5,4.27961722884659,204,BGN11,4.686895596149086
1000,8,gaussian,1.5,4.27961722884659,205,Algorithm 1,4.372506849513186
1000,8,gaussian,1.5,4.27961722884659,205,BGS25,5.093927553837672
1000,8,gaussian,1.5,4.27961722884659,205,BGN11,4.757160053612408
1000,8,gaussian,1.5,4.27961722884659,206,Algorithm 1,4.446233619403789
1000,8,gaussian,1.5,4.27961722884659,206,BGS25,4.988658188688092
1000,8,gaussian,1.5,4.27961722884659,206,BGN11,4.638501086633126
1000,8,gaussian,1.5,4.27961722884659,207,Algorithm 1,4.1494323748255395
1000,8,gaussian,1.5,4.27961722884659,207,BGS25,4.8756159420482685
1000,8,gaussian,1.5,4.27961722884659,207,BGN11,4.513049087842751
1000,8,gaussian,1.5,4.27961722884659,208,Algorithm 1,4.244443945741981
1000,8,gaussian,1.5,4.27961722884659,208,BGS25,4.916715338712981
1000,8,gaussian,1.5,4.27961722884659,208,BGN11,4.5614576288098165
1000,8,gaussian,1.5,4.27961722884659,209,Algorithm 1,4.516967985207985
1000,8,gaussian,1.5,4.27961722884659,209,BGS25,5.136048932600539
1000,8,gaussian,1.5,4.27961722884659,209,BGN11,4.807772424952701
1000,8,gaussian,1.5,4.27961722884659,210,Algorithm 1,4.0878015037947995
1000,8,gaussian,1.5,4.27961722884659,210,BGS25,4.8108777030778835
1000,8,gaussian,1.5,4.27961722884659,210,BGN11,4.427906192070061
1000,8,gaussian,1.5,4.27961722884659,211,Algorithm 1,4.270236404643166
1000,8,gaussian,1.5,4.27961722884659,211,BGS25,5.033456672519771
1000,8,gaussian,1.5,4.27961722884659,211,BGN11,4.695859351369954
1000,8,gaussian,1.5,4.27961722884659,212,Algorithm 1,4.428980395050904
1000,8,gaussian,1.5,4.27961722884659,212,BGS25,5.062739274879942
1000,8,gaussian,1.5,4.27961722884659,212,BGN11,4.724828541466343
1000,8,gaussian,1.5,4.27961722884659,213,Algorithm 1,4.154669028625166
1000,8,gaussian,1.5,4.27961722884659,213,BGS25,4.977571430506783
1000,8,gaussian,1.5,4.27961722884659,213,BGN11,4.624743600789508
1000,8,gaussian,1.5,4.27961722884659,214,Algorithm 1,4.274853245918415
1000,8,gaussian,1.5,4.27961722884659,214,BGS25,4.831645023367637
1000,8,gaussian,1.5,4.27961722884659,214,BGN11,4.461068711795037
1000,8,gaussian,1.5,4.27961722884659,215,Algorithm 1,4.263971033933251
1000,8,gaussian,1.5,4.27961722884659,215,BGS25,4.979745439007237
1000,8,gaussian,1.5,4.27961722884659,215,BGN11,4.634844713408184
1000,8,gaussian,1.5,4.27961722884659,216,Algorithm 1,4.448334237346274
1000,8,gaussian,1.5,4.27961722884659,216,BGS25,5.052009292607031
1000,8,gaussian,1.5,4.27961722884659,216,BGN11,4.715689350042828
1000,8,gaussian,1.5,4.27961722884659,217,Algorithm 1,4.336610549747568
1000,8,gaussian,1.5,4.27961722884659,217,BGS25,4.847554969157159
1000,8,gaussian,1.5,4.27961722884659,217,BGN11,4.473244538311777
1000,8,gaussian,1.5,4.27961722884659,218,Algorithm 1,4.29309596725551
1000,8,gaussian,1.5,4.27961722884659,218,BGS25,4.968506652134166
1000,8,gaussian,1.5,4.27961722884659,218,BGN11,4.616847750117977
1000,8,gaussian,1.5,4.27961722884659,219,Algorithm 1,3.9562063867255075
1000,8,gaussian,1.5,4.27961722884659,219,BGS25,4.62898556278741
1000,8,gaussian,1.5,4.27961722884659,219,BGN11,4.223248979932284
1000,8,gaussian,1.5,4.27961722884659,220,Algorithm 1,4.437240742685011
1000,8,gaussian,1.5,4.27961722884659,220,BGS25,5.017599010155403
1000,8,gaussian,1.5,4.27961722884659,220,BGN11,4.6673807475189575
1000,8,gaussian,1.5,4.27961722884659,221,Algorithm 1,4.3257880044174275
1000,8,gaussian,1.5,4.27961722884659,221,BGS25,4.956891461370798
1000,8,gaussian,1.5,4.27961722884659,221,BGN11,4.608415014982097
1000,8,gaussian,1.5,4.27961722884659,222,Algorithm 1,4.3544811396197
1000,8,gaussian,1.5,4.27961722884659,222,BGS25,4.97436595258168
1000,8,gaussian,1.5,4.27961722884659,222,BGN11,4.625135136417751
1000,8,gaussian,1.5,4.27961722884659,223,Algorithm 1,4.239669633914703
1000,8,gaussian,1.5,4.27961722884659,223,BGS25,5.002534217714228
1000,8,gaussian,1.5,4.27961722884659,223,BGN11,4.655722315150314
1000,8,gaussian,1.5,4.27961722884659,224,Algorithm 1,4.311502580987437
1000,8,gaussian,1.5,4.27961722884659,224,BGS25,5.04991076309534
1000,8,gaussian,1.5,4.27961722884659,224,BGN11,4.708216890957461
1000,8,gaussian,1.5,4.27961722884659,225,Algorithm 1,4.361872423870368
1000,8,gaussian,1.5,4.27961722884659,225,BGS25,4.993644517696654
1000,8,gaussian,1.5,4.27961722884659,225,BGN11,4.645920649856484
1000,8,gaussian,1.5,4.27961722884659,226,Algorithm 1,3.9686366699519566
1000,8,gaussian,1.5,4.27961722884659,226,BGS25,4.67798769056542
1000,8,gaussian,1.5,4.27961722884659,226,BGN11,4.275338726211306
1000,8,gaussian,1.5,4.27961722884659,227,Algorithm 1,4.1128684100522355
1000,8,gaussian,1.5,4.27961722884659,227,BGS25,4.854856431973702
1000,8,gaussian,1.5,4.27961722884659,227,BGN11,4.491049606485208
1000,8,gaussian,1.5,4.27961722884659,228,Algorithm 1,4.210311331684539
1000,8,gaussian,1.5,4.27961722884659,228,BGS25,4.855635447167893
1000,8,gaussian,1.5,4.27961722884659,228,BGN11,4.486781942475586
1000,8,gaussian,1.5,4.27961722884659,229,Algorithm 1,4.4642917417888155
1000,8,gaussian,1.5,4.27961722884659,229,BGS25,5.020065145394216
1000,8,gaussian,1.5,4.27961722884659,229,BGN11,4.6794073317229365
1000,8,gaussian,1.5,4.27961722884659,230,Algorithm 1,3.9769099862769606
1000,8,gaussian,1.5,4.27961722884659,230,BGS25,4.6920593334325815
1000,8,gaussian,1.5,4.27961722884659,230,BGN11,4.29938641974874
1000,8,gaussian,1.5,4.27961722884659,231,Algorithm 1,4.202303699480951
1000,8,gaussian,1.5,4.27961722884659,231,BGS25,4.8782175302212565
1000,8,gaussian,1.5,4.27961722884659,231,BGN11,4.521958136150666
1000,8,gaussian,1.5,4.27961722884659,232,Algorithm 1,4.186574747562435
1000,8,gaussian,1.5,4.27961722884659,232,BGS25,4.8956957404737835
1000,8,gaussian,1.5,4.27961722884659,232,BGN11,4.537147741053935
1000,8,gaussian,1.5,4.27961722884659,233,Algorithm 1,4.1324246766180615
1000,8,gaussian,1.5,4.27961722884659,233,BGS25,4.878079764887914
1000,8,gaussian,1.5,4.27961722884659,233,BGN11,4.516625898015759
1000,8,gaussian,1.5,4.27961722884659,234,Algorithm 1,4.1086109641645105
1000,8,gaussian,1.5,4.27961722884659,234,BGS25,4.793014526865045
1000,8,gaussian,1.5,4.27961722884659,234,BGN11,4.407935775623486
1000,8,gaussian,1.5,4.27961722884659,235,Algorithm 1,4.239599168165161
1000,8,gaussian,1.5,4.27961722884659,235,BGS25,5.004046599569543
1000,8,gaussian,1.5,4.27961722884659,235,BGN11,4.656392298320881
1000,8,gaussian,1.5,4.27961722884659,236,Algorithm 1,4.373715277193957
1000,8,gaussian,1.5,4.27961722884659,236,BGS25,4.944151916653667
1000,8,gaussian,1.5,4.27961722884659,236,BGN11,4.592834698734073
1000,8,gaussian,1.5,4.27961722884659,237,Algorithm 1,4.232050688400001
1000,8,gaussian,1.5,4.27961722884659,237,BGS25,4.884033719551079
1000,8,gaussian,1.5,4.27961722884659,237,BGN11,4.523747079173146
1000,8,gaussian,1.5,4.27961722884659,238,Algorithm 1,4.180760834478227
1000,8,gaussian,1.5,4.27961722884659,238,BGS25,4.977432575182778
1000,8,gaussian,1.5,4.27961722884659,238,BGN11,4.62478955589777
1000,8,gaussian,1.5,4.27961722884659,239,Algorithm 1,4.1113281134635
1000,8,gaussian,1.5,4.27961722884659,239,BGS25,4.829226605418041
1000,8,gaussian,1.5,4.27961722884659,239,BGN11,4.461724174651765
1000,8,gaussian,1.5,4.27961722884659,240,Algorithm 1,4.33961643717494
1000,8,gaussian,1.5,4.27961722884659,240,BGS25,4.993935917353529
1000,8,gaussian,1.5,4.27961722884659,240,BGN11,4.647428471329715
1000,8,gaussian,1.5,4.27961722884659,241,Algorithm 1,4.238986056599774
1000,8,gaussian,1.5,4.27961722884659,241,BGS25,4.887467116131855
1000,8,gaussian,1.5,4.27961722884659,241,BGN11,4.527023562797614
1000,8,gaussian,1.5,4.27961722884659,242,Algorithm 1,4.497009730088933
1000,8,gaussian,1.5,4.27961722884659,242,BGS25,5.0728300340642605
1000,8,gaussian,1.5,4.27961722884659,242,BGN11,4.731105263219941
1000,8,gaussian,1.5,4.27961722884659,243,Algorithm 1,4.533030099620161
1000,8,gaussian,1.5,4.27961722884659,243,BGS25,5.168670184387731
1000,8,gaussian,1.5,4.27961722884659,243,BGN11,4.850474358535947
1000,8,gaussian,1.5,4.27961722884659,244,Algorithm 1,4.544564773641358
1000,8,gaussian,1.5,4.27961722884659,244,BGS25,5.074590490092019
1000,8,gaussian,1.5,4.27961722884659,244,BGN11,4.737383201554085
1000,8,gaussian,1.5,4.27961722884659,245,Algorithm 1,4.271674775477608
1000,8,gaussian,1.5,4.27961722884659,245,BGS25,4.805259784320006
1000,8,gaussian,1.5,4.27961722884659,245,BGN11,4.428206248250097
1000,8,gaussian,1.5,4.27961722884659,246,Algorithm 1,4.341625654275513
1000,8,gaussian,1.5,4.27961722884659,246,BGS25,5.1319118106348895
1000,8,gaussian,1.5,4.27961722884659,246,BGN11,4.808939361964668
1000,8,gaussian,1.5,4.27961722884659,247,Algorithm 1,4.246215107583519
1000,8,gaussian,1.5,4.27961722884659,247,BGS25,5.045020238981447
1000,8,gaussian,1.5,4.27961722884659,247,BGN11,4.704609469847973
1000,8,gaussian,1.5,4.27961722884659,248,Algorithm 1,4.202674868767733
1000,8,gaussian,1.5,4.27961722884659,248,BGS25,4.764733412120467
1000,8,gaussian,1.5,4.27961722884659,248,BGN11,4.382264405753092
1000,8,gaussian,1.5,4.27961722884659,249,Algorithm 1,4.126281858038734
1000,8,gaussian,1.5,4.27961722884659,249,BGS25,4.8846235064701276
1000,8,gaussian,1.5,4.27961722884659,249,BGN11,4.529009781294637
1000,8,gaussian,1.5,4.27961722884659,250,Algorithm 1,4.390680118330378
1000,8,gaussian,1.5,4.27961722884659,250,BGS25,5.051834101146342
1000,8,gaussian,1.5,4.27961722884659,250,BGN11,4.71779213123841
1000,8,gaussian,1.5,4.27961722884659,251,Algorithm 1,4.128368246903604
1000,8,gaussian,1.5,4.27961722884659,251,BGS25,4.886948005684337
1000,8,gaussian,1.5,4.27961722884659,251,BGN11,4.527576965191635
1000,8,gaussian,1.5,4.27961722884659,252,Algorithm 1,4.656326859800446
1000,8,gaussian,1.5,4.27961722884659,252,BGS25,5.176422514659392
1000,8,gaussian,1.5,4.27961722884659,252,BGN11,4.8488427774307725
1000,8,gaussian,1.5,4.27961722884659,253,Algorithm 1,4.37282710123609
1000,8,gaussian,1.5,4.27961722884659,253,BGS25,5.06778576891727
1000,8,gaussian,1.5,4.27961722884659,253,BGN11,4.7311734255835205
1000,8,gaussian,1.5,4.27961722884659,254,Algorithm 1,4.095756251157025
1000,8,gaussian,1.5,4.27961722884659,254,BGS25,4.886206003793754
1000,8,gaussian,1.5,4.27961722884659,254,BGN11,4.5275471208276565
1000,8,gaussian,1.5,4.27961722884659,255,Algorithm 1,3.8111644305421963
1000,8,gaussian,1.5,4.27961722884659,255,BGS25,4.701211841900378
1000,8,gaussian,1.5,4.27961722884659,255,BGN11,4.309923942983224
1000,8,gaussian,1.5,4.27961722884659,256,Algorithm 1,4.300667179094207
1000,8,gaussian,1.5,4.27961722884659,256,BGS25,4.911620260552157
1000,8,gaussian,1.5,4.27961722884659,256,BGN11,4.545712760406394
1000,8,gaussian,1.5,4.27961722884659,257,Algorithm 1,4.118237445950635
1000,8,gaussian,1.5,4.27961722884659,257,BGS25,4.90964677419689
1000,8,gaussian,1.5,4.27961722884659,257,BGN11,4.551577021107498
1000,8,gaussian,1.5,4.27961722884659,258,Algorithm 1,4.286891918055345
1000,8,gaussian,1.5,4.27961722884659,258,BGS25,4.9333036583910435
1000,8,gaussian,1.5,4.27961722884659,258,BGN11,4.575502520180112
1000,8,gaussian,1.5,4.27961722884659,259,Algorithm 1,4.35396523825266
1000,8,gaussian,1.5,4.27961722884659,259,BGS25,4.9619819393393865
1000,8,gaussian,1.5,4.27961722884659,259,BGN11,4.615087196708859
1000,8,gaussian,1.5,4.27961722884659,260,Algorithm 1,4.358255347889165
1000,8,gaussian,1.5,4.27961722884659,260,BGS25,4.934388364035494
1000,8,gaussian,1.5,4.27961722884659,260,BGN11,4.569702358309617
1000,8,gaussian,1.5,4.27961722884659,261,Algorithm 1,4.201961992367198
1000,8,gaussian,1.5,4.27961722884659,261,BGS25,4.872989404338945
1000,8,gaussian,1.5,4.27961722884659,261,BGN11,4.505873682709047
1000,8,gaussian,1.5,4.27961722884659,262,Algorithm 1,4.3740571996848585
1000,8,gaussian,1.5,4.27961722884659,262,BGS25,5.138204371440924
1000,8,gaussian,1.5,4.27961722884659,262,BGN11,4.814427036704063
1000,8,gaussian,1.5,4.27961722884659,263,Algorithm 1,4.307087342781146
1000,8,gaussian,1.5,4.27961722884659,263,BGS25,5.005886976550973
1000,8,gaussian,1.5,4.27961722884659,263,BGN11,4.664438568661621
1000,8,gaussian,1.5,4.27961722884659,264,Algorithm 1,4.520100964832294
1000,8,gaussian,1.5,4.27961722884659,264,BGS25,5.248500278849216
1000,8,gaussian,1.5,4.27961722884659,264,BGN11,4.92286888099916
1000,8,gaussian,1.5,4.27961722884659,265,Algorithm 1,4.531104469499467
1000,8,gaussian,1.5,4.27961722884659,265,BGS25,5.122957290845662
1000,8,gaussian,1.5,4.27961722884659,265,BGN11,4.787099260835107
1000,8,gaussian,1.5,4.27961722884659,266,Algorithm 1,4.413616096944876
1000,8,gaussian,1.5,4.27961722884659,266,BGS25,5.086532036932395
1000,8,gaussian,1.5,4.27961722884659,266,BGN11,4.7522947091705525
1000,8,gaussian,1.5,4.27961722884659,267,Algorithm 1,4.360782667962973
1000,8,gaussian,1.5,4.27961722884659,267,BGS25,4.983878533001549
1000,8,gaussian,1.5,4.27961722884659,267,BGN11,4.637370116700743
1000,8,gaussian,1.5,4.27961722884659,268,Algorithm 1,4.336134457958594
1000,8,gaussian,1.5,4.27961722884659,268,BGS25,4.949863484414555
1000,8,gaussian,1.5,4.27961722884659,268,BGN11,4.599737855556259
1000,8,gaussian,1.5,4.27961722884659,269,Algorithm 1,4.376233455152836
1000,8,gaussian,1.5,4.27961722884659,269,BGS25,5.016203447512591
1000,8,gaussian,1.5,4.27961722884659,269,BGN11,4.670087182451428
1000,8,gaussian,1.5,4.27961722884659,270,Algorithm 1,4.448561696481943
1000,8,gaussian,1.5,4.27961722884659,270,BGS25,5.102997855727935
1000,8,gaussian,1.5,4.27961722884659,270,BGN11,4.776069480206426
1000,8,gaussian,1.5,4.27961722884659,271,Algorithm 1,4.33541235460375
1000,8,gaussian,1.5,4.27961722884659,271,BGS25,4.941718416477023
1000,8,gaussian,1.5,4.27961722884659,271,BGN11,4.588154695958619
1000,8,gaussian,1.5,4.27961722884659,272,Algorithm 1,4.106591425068506
1000,8,gaussian,1.5,4.27961722884659,272,BGS25,4.967756729011047
1000,8,gaussian,1.5,4.27961722884659,272,BGN11,4.623419825667289
1000,8,gaussian,1.5,4.27961722884659,273,Algorithm 1,4.28125948122564
1000,8,gaussian,1.5,4.27961722884659,273,BGS25,4.818851967974637
1000,8,gaussian,1.5,4.27961722884659,273,BGN11,4.440093299107393
1000,8,gaussian,1.5,4.27961722884659,274,Algorithm 1,4.249269799324431
1000,8,gaussian,1.5,4.27961722884659,274,BGS25,4.9413438147616535
1000,8,gaussian,1.5,4.27961722884659,274,BGN11,4.586692863182977
1000,8,gaussian,1.5,4.27961722884659,275,Algorithm 1,4.189597423263397
1000,8,gaussian,1.5,4.27961722884659,275,BGS25,4.833571578226073
1000,8,gaussian,1.5,4.27961722884659,275,BGN11,4.46102302880111
1000,8,gaussian,1.5,4.27961722884659,276,Algorithm 1,4.1973889591466875
1000,8,gaussian,1.5,4.27961722884659,276,BGS25,4.868943450296766
1000,8,gaussian,1.5,4.27961722884659,276,BGN11,4.500765405258914
1000,8,gaussian,1.5,4.27961722884659,277,Algorithm 1,4.303042789175228
1000,8,gaussian,1.5,4.27961722884659,277,BGS25,4.886249252044939
1000,8,gaussian,1.5,4.27961722884659,277,BGN11,4.520751659004779
1000,8,gaussian,1.5,4.27961722884659,278,Algorithm 1,4.189857562019872
