n,p,kappa,law,gamma,strength,replication,method,estimate
1000,600,8,rademacher,1.5,3.766541352091102,234,OptShrink,4.145937357450271
1000,600,8,rademacher,1.5,3.766541352091102,235,Algorithm 3,3.870983822375524
1000,600,8,rademacher,1.5,3.766541352091102,235,SN13,4.20718844761426
1000,600,8,rademacher,1.5,3.766541352091102,235,OptShrink,4.14625230204904
1000,600,8,rademacher,1.5,3.766541352091102,236,Algorithm 3,3.7028975978688683
1000,600,8,rademacher,1.5,3.766541352091102,236,SN13,4.039591805958372
1000,600,8,rademacher,1.5,3.766541352091102,236,OptShrink,3.9663562361716007
1000,600,8,rademacher,1.5,3.766541352091102,237,Algorithm 3,3.77939180436788
1000,600,8,rademacher,1.5,3.766541352091102,237,SN13,4.176935412192906
1000,600,8,rademacher,1.5,3.766541352091102,237,OptShrink,4.1133520229916645
1000,600,8,rademacher,1.5,3.766541352091102,238,Algorithm 3,3.7689415360969365
1000,600,8,rademacher,1.5,3.766541352091102,238,SN13,4.163539964850719
1000,600,8,rademacher,1.5,3.766541352091102,238,OptShrink,4.099305693827557
1000,600,8,rademacher,1.5,3.766541352091102,239,Algorithm 3,3.6227980187528597
1000,600,8,rademacher,1.5,3.766541352091102,239,SN13,4.113327523086588
1000,600,8,rademacher,1.5,3.766541352091102,239,OptShrink,4.0456854679643
1000,600,8,rademacher,1.5,3.766541352091102,240,Algorithm 3,3.696501028420981
1000,600,8,rademacher,1.5,3.766541352091102,240,SN13,3.9854721145710768
1000,600,8,rademacher,1.5,3.766541352091102,240,OptShrink,3.906705672986404
1000,600,8,rademacher,1.5,3.766541352091102,241,Algorithm 3,3.5942985495572937
1000,600,8,rademacher,1.5,3.766541352091102,241,SN13,4.009043995497883
1000,600,8,rademacher,1.5,3.766541352091102,241,OptShrink,3.933673418515588
1000,600,8,rademacher,1.5,3.766541352091102,242,Algorithm 3,3.700537710318708
1000,600,8,rademacher,1.5,3.766541352091102,242,SN13,4.088217740861896
1000,600,8,rademacher,1.5,3.766541352091102,242,OptShrink,4.019379208338613
1000,600,8,rademacher,1.5,3.766541352091102,243,Algorithm 3,3.679243341682463
1000,600,8,rademacher,1.5,3.766541352091102,243,SN13,4.047645644342498
1000,600,8,rademacher,1.5,3.766541352091102,243,OptShrink,3.9754900733732352
1000,600,8,rademacher,1.5,3.766541352091102,244,Algorithm 3,3.7493584887407376
1000,600,8,rademacher,1.5,3.766541352091102,244,SN13,4.092930414505729
1000,600,8,rademacher,1.5,3.766541352091102,244,OptShrink,4.023406167866284
1000,600,8,rademacher,1.5,3.766541352091102,245,Algorithm 3,3.9637086181282
1000,600,8,rademacher,1.5,3.766541352091102,245,SN13,4.3050758030689815
1000,600,8,rademacher,1.5,3.766541352091102,245,OptShrink,4.2485857675584215
1000,600,8,rademacher,1.5,3.766541352091102,246,Algorithm 3,3.9961505527253958
1000,600,8,rademacher,1.5,3.766541352091102,246,SN13,4.296223608269756
1000,600,8,rademacher,1.5,3.766541352091102,246,OptShrink,4.239066245942093
1000,600,8,rademacher,1.5,3.766541352091102,247,Algorithm 3,3.819949034746126
1000,600,8,rademacher,1.5,3.766541352091102,247,SN13,4.1716719815119365
1000,600,8,rademacher,1.5,3.766541352091102,247,OptShrink,4.106908773306175
1000,600,8,rademacher,1.5,3.766541352091102,248,Algorithm 3,3.8492380704602525
1000,600,8,rademacher,1.5,3.766541352091102,248,SN13,4.112936202393761
1000,600,8,rademacher,1.5,3.766541352091102,248,OptShrink,4.044584205941543
1000,600,8,rademacher,1.5,3.766541352091102,249,Algorithm 3,3.8618753750876476
1000,600,8,rademacher,1.5,3.766541352091102,249,SN13,4.169561279412277
1000,600,8,rademacher,1.5,3.766541352091102,249,OptShrink,4.104836915832006
1000,600,8,rademacher,1.5,3.766541352091102,250,Algorithm 3,3.706888464123961
1000,600,8,rademacher,1.5,3.766541352091102,250,SN13,4.0429500242645116
1000,600,8,rademacher,1.5,3.766541352091102,250,OptShrink,3.970358200660743
1000,600,8,rademacher,1.5,3.766541352091102,251,Algorithm 3,3.700491639683708
1000,600,8,rademacher,1.5,3.766541352091102,251,SN13,4.157062613238344
1000,600,8,rademacher,1.5,3.766541352091102,251,OptShrink,4.091271970456108
1000,600,8,rademacher,1.5,3.766541352091102,252,Algorithm 3,3.8247568498168754
1000,600,8,rademacher,1.5,3.766541352091102,252,SN13,4.099391738877651
1000,600,8,rademacher,1.5,3.766541352091102,252,OptShrink,4.03054579375589
1000,600,8,rademacher,1.5,3.766541352091102,253,Algorithm 3,3.4574463923908794
1000,600,8,rademacher,1.5,3.766541352091102,253,SN13,4.051924925752225
1000,600,8,rademacher,1.5,3.766541352091102,253,OptShrink,3.9779186892794045
1000,600,8,rademacher,1.5,3.766541352091102,254,Algorithm 3,3.6909205298918355
1000,600,8,rademacher,1.5,3.766541352091102,254,SN13,4.028430915033822
1000,600,8,rademacher,1.5,3.766541352091102,254,OptShrink,3.9540528745325685
1000,600,8,rademacher,1.5,3.766541352091102,255,Algorithm 3,4.141650288053445
1000,600,8,rademacher,1.5,3.766541352091102,255,SN13,4.442751711205654
1000,600,8,rademacher,1.5,3.766541352091102,255,OptShrink,4.3941828051262535
1000,600,8,rademacher,1.5,3.766541352091102,256,Algorithm 3,3.762944146115035
1000,600,8,rademacher,1.5,3.766541352091102,256,SN13,4.134703187310045
1000,600,8,rademacher,1.5,3.766541352091102,256,OptShrink,4.069996998551295
1000,600,8,rademacher,1.5,3.766541352091102,257,Algorithm 3,3.758953251796689
1000,600,8,rademacher,1.5,3.766541352091102,257,SN13,4.095326375201939
1000,600,8,rademacher,1.5,3.766541352091102,257,OptShrink,4.025905667909245
1000,600,8,rademacher,1.5,3.766541352091102,258,Algorithm 3,3.7026499754874624
1000,600,8,rademacher,1.5,3.766541352091102,258,SN13,4.182571634698793
1000,600,8,rademacher,1.5,3.766541352091102,258,OptShrink,4.118656438551095
1000,600,8,rademacher,1.5,3.766541352091102,259,Algorithm 3,3.5867746710215247
1000,600,8,rademacher,1.5,3.766541352091102,259,SN13,3.9935771514832434
1000,600,8,rademacher,1.5,3.766541352091102,259,OptShrink,3.9156388241394886
1000,600,8,rademacher,1.5,3.766541352091102,260,Algorithm 3,3.812646835610983
1000,600,8,rademacher,1.5,3.766541352091102,260,SN13,4.170735992575362
1000,600,8,rademacher,1.5,3.766541352091102,260,OptShrink,4.1065995763201695
1000,600,8,rademacher,1.5,3.766541352091102,261,Algorithm 3,3.851157859640921
1000,600,8,rademacher,1.5,3.766541352091102,261,SN13,4.096177199334033
1000,600,8,rademacher,1.5,3.766541352091102,261,OptShrink,4.028166591866804
1000,600,8,rademacher,1.5,3.766541352091102,262,Algorithm 3,3.690826693096077
1000,600,8,rademacher,1.5,3.766541352091102,262,SN13,4.025554631939866
1000,600,8,rademacher,1.5,3.766541352091102,262,OptShrink,3.951843253856497
1000,600,8,rademacher,1.5,3.766541352091102,263,Algorithm 3,3.7911695090943502
1000,600,8,rademacher,1.5,3.766541352091102,263,SN13,4.116274053077143
1000,600,8,rademacher,1.5,3.766541352091102,263,OptShrink,4.048813912297023
1000,600,8,rademacher,1.5,3.766541352091102,264,Algorithm 3,3.8177519626779546
1000,600,8,rademacher,1.5,3.766541352091102,264,SN13,4.131819268407421
1000,600,8,rademacher,1.5,3.766541352091102,264,OptShrink,4.06511449817744
1000,600,8,rademacher,1.5,3.766541352091102,265,Algorithm 3,3.796466701679634
1000,600,8,rademacher,1.5,3.766541352091102,265,SN13,4.164755194563537
1000,600,8,rademacher,1.5,3.766541352091102,265,OptShrink,4.101531629295114
1000,600,8,rademacher,1.5,3.766541352091102,266,Algorithm 3,3.7952171941009674
1000,600,8,rademacher,1.5,3.766541352091102,266,SN13,4.108332772972651
1000,600,8,rademacher,1.5,3.766541352091102,266,OptShrink,4.040312690784676
1000,600,8,rademacher,1.5,3.766541352091102,267,Algorithm 3,3.8741949984989654
1000,600,8,rademacher,1.5,3.766541352091102,267,SN13,4.130351999085384
1000,600,8,rademacher,1.5,3.766541352091102,267,OptShrink,4.063315068860728
1000,600,8,rademacher,1.5,3.766541352091102,268,Algorithm 3,4.070944594497162
1000,600,8,rademacher,1.5,3.766541352091102,268,SN13,4.3217503412363065
1000,600,8,rademacher,1.5,3.766541352091102,268,OptShrink,4.267260685431988
1000,600,8,rademacher,1.5,3.766541352091102,269,Algorithm 3,3.8728346496191093
1000,600,8,rademacher,1.5,3.766541352091102,269,SN13,4.226381330970439
1000,600,8,rademacher,1.5,3.766541352091102,269,OptShrink,4.165448152896825
1000,600,8,rademacher,1.5,3.766541352091102,270,Algorithm 3,3.9086560626200746
1000,600,8,rademacher,1.5,3.766541352091102,270,SN13,4.23396853221179
1000,600,8,rademacher,1.5,3.766541352091102,270,OptShrink,4.1733942732318114
1000,600,8,rademacher,1.5,3.766541352091102,271,Algorithm 3,3.778816672192262
1000,600,8,rademacher,1.5,3.766541352091102,271,SN13,4.200228373592352
1000,600,8,rademacher,1.5,3.766541352091102,271,OptShrink,4.137918704183547
1000,600,8,rademacher,1.5,3.766541352091102,272,Algorithm 3,3.6738915196759647
1000,600,8,rademacher,1.5,3.766541352091102,272,SN13,4.0788463002510955
1000,600,8,rademacher,1.5,3.766541352091102,272,OptShrink,4.008265643276063
1000,600,8,rademacher,1.5,3.766541352091102,273,Algorithm 3,3.7783807614258538
1000,600,8,rademacher,1.5,3.766541352091102,273,SN13,4.083324374780246
1000,600,8,rademacher,1.5,3.766541352091102,273,OptShrink,4.013708005746407
1000,600,8,rademacher,1.5,3.766541352091102,274,Algorithm 3,3.89370859425846
1000,600,8,rademacher,1.5,3.766541352091102,274,SN13,4.2192288790413786
1000,600,8,rademacher,1.5,3.766541352091102,274,OptShrink,4.159664477170729
1000,600,8,rademacher,1.5,3.766541352091102,275,Algorithm 3,3.921750013193364
1000,600,8,rademacher,1.5,3.766541352091102,275,SN13,4.190262211898634
1000,600,8,rademacher,1.5,3.766541352091102,275,OptShrink,4.127906411266948
1000,600,8,rademacher,1.5,3.766541352091102,276,Algorithm 3,3.7279281878494075
1000,600,8,rademacher,1.5,3.766541352091102,276,SN13,4.143481191534877
1000,600,8,rademacher,1.5,3.766541352091102,276,OptShrink,4.076511557330509
1000,600,8,rademacher,1.5,3.766541352091102,277,Algorithm 3,3.9352366217303123
1000,600,8,rademacher,1.5,3.766541352091102,277,SN13,4.245725354625564
1000,600,8,rademacher,1.5,3.766541352091102,277,OptShrink,4.186503468080657
1000,600,8,rademacher,1.5,3.766541352091102,278,Algorithm 3,3.629083798589389
1000,600,8,rademacher,1.5,3.766541352091102,278,SN13,4.081553461496313
1000,600,8,rademacher,1.5,3.766541352091102,278,OptShrink,4.011839535876453
1000,600,8,rademacher,1.5,3.766541352091102,279,Algorithm 3,3.806058409766825
1000,600,8,rademacher,1.5,3.766541352091102,279,SN13,4.235688235293935
1000,600,8,rademacher,1.5,3.766541352091102,279,OptShrink,4.175132529480155
1000,600,8,rademacher,1.5,3.766541352091102,280,Algorithm 3,3.702858856852445
1000,600,8,rademacher,1.5,3.766541352091102,280,SN13,4.053698650980087
1000,600,8,rademacher,1.5,3.766541352091102,280,OptShrink,3.9805336862419733
1000,600,8,rademacher,1.5,3.766541352091102,281,Algorithm 3,3.836921605830938
1000,600,8,rademacher,1.5,3.766541352091102,281,SN13,4.15830509783263
1000,600,8,rademacher,1.5,3.766541352091102,281,OptShrink,4.093648087382371
1000,600,8,rademacher,1.5,3.766541352091102,282,Algorithm 3,3.637687932695188
1000,600,8,rademacher,1.5,3.766541352091102,282,SN13,4.002064107121755
1000,600,8,rademacher,1.5,3.766541352091102,282,OptShrink,3.9259945912390783
1000,600,8,rademacher,1.5,3.766541352091102,283,Algorithm 3,3.767837406287143
1000,600,8,rademacher,1.5,3.766541352091102,283,SN13,4.103513651507846
1000,600,8,rademacher,1.5,3.766541352091102,283,OptShrink,4.0343832388820156
1000,600,8,rademacher,1.5,3.766541352091102,284,Algorithm 3,3.886853784364296
1000,600,8,rademacher,1.5,3.766541352091102,284,SN13,4.201576204448147
1000,600,8,rademacher,1.5,3.766541352091102,284,OptShrink,4.139502354938882
1000,600,8,rademacher,1.5,3.766541352091102,285,Algorithm 3,3.8179533353758464
1000,600,8,rademacher,1.5,3.766541352091102,285,SN13,4.153867608803829
1000,600,8,rademacher,1.5,3.766541352091102,285,OptShrink,4.08867113221867
1000,600,8,rademacher,1.5,3.766541352091102,286,Algorithm 3,3.605915351605564
1000,600,8,rademacher,1.5,3.766541352091102,286,SN13,4.027525646385337
1000,600,8,rademacher,1.5,3.766541352091102,286,OptShrink,3.952816146997189
1000,600,8,rademacher,1.5,3.766541352091102,287,Algorithm 3,3.9605107097038115
1000,600,8,rademacher,1.5,3.766541352091102,287,SN13,4.263989939446771
1000,600,8,rademacher,1.5,3.766541352091102,287,OptShrink,4.20616570128728
1000,600,8,rademacher,1.5,3.766541352091102,288,Algorithm 3,3.6696314167935484
1000,600,8,rademacher,1.5,3.766541352091102,288,SN13,4.026692880309488
1000,600,8,rademacher,1.5,3.766541352091102,288,OptShrink,3.9534171336648947
1000,600,8,rademacher,1.5,3.766541352091102,289,Algorithm 3,3.7691653871111077
1000,600,8,rademacher,1.5,3.766541352091102,289,SN13,4.100321911912738
1000,600,8,rademacher,1.5,3.766541352091102,289,OptShrink,4.030340555979431
1000,600,8,rademacher,1.5,3.766541352091102,290,Algorithm 3,3.6885218275271954
1000,600,8,rademacher,1.5,3.766541352091102,290,SN13,4.082033370512248
1000,600,8,rademacher,1.5,3.766541352091102,290,OptShrink,4.012594458643798
1000,600,8,rademacher,1.5,3.766541352091102,291,Algorithm 3,3.6461579863239972
1000,600,8,rademacher,1.5,3.766541352091102,291,SN13,3.9957639893899057
1000,600,8,rademacher,1.5,3.766541352091102,291,OptShrink,3.9187283615900568
1000,600,8,rademacher,1.5,3.766541352091102,292,Algorithm 3,3.6314015983487233
1000,600,8,rademacher,1.5,3.766541352091102,292,SN13,4.023068858555759
1000,600,8,rademacher,1.5,3.766541352091102,292,OptShrink,3.9476834355302732
1000,600,8,rademacher,1.5,3.766541352091102,293,Algorithm 3,3.670643560915142
1000,600,8,rademacher,1.5,3.766541352091102,293,SN13,4.058147067387196
1000,600,8,rademacher,1.5,3.766541352091102,293,OptShrink,3.9852081909470645
1000,600,8,rademacher,1.5,3.766541352091102,294,Algorithm 3,3.621749723654835
1000,600,8,rademacher,1.5,3.766541352091102,294,SN13,4.027860406190715
1000,600,8,rademacher,1.5,3.766541352091102,294,OptShrink,3.951934503746682
1000,600,8,rademacher,1.5,3.766541352091102,295,Algorithm 3,3.8200096498734943
1000,600,8,rademacher,1.5,3.766541352091102,295,SN13,4.128509654905087
1000,600,8,rademacher,1.5,3.766541352091102,295,OptShrink,4.0600981962346125
1000,600,8,rademacher,1.5,3.766541352091102,296,Algorithm 3,3.6359626393405655
1000,600,8,rademacher,1.5,3.766541352091102,296,SN13,3.98929127403534
1000,600,8,rademacher,1.5,3.766541352091102,296,OptShrink,3.9120229598265968
1000,600,8,rademacher,1.5,3.766541352091102,297,Algorithm 3,3.6960148525809173
1000,600,8,rademacher,1.5,3.766541352091102,297,SN13,4.023106319053094
1000,600,8,rademacher,1.5,3.766541352091102,297,OptShrink,3.948954596222626
1000,600,8,rademacher,1.5,3.766541352091102,298,Algorithm 3,3.725599442599731
1000,600,8,rademacher,1.5,3.766541352091102,298,SN13,4.083416948164767
1000,600,8,rademacher,1.5,3.766541352091102,298,OptShrink,4.0125636158592
1000,600,8,rademacher,1.5,3.766541352091102,299,Algorithm 3,3.7379378748427197
1000,600,8,rademacher,1.5,3.766541352091102,299,SN13,4.173191667568429
1000,600,8,rademacher,1.5,3.766541352091102,299,OptShrink,4.110342770309135
1000,600,8,rademacher,1.5,3.766541352091102,300,Algorithm 3,3.704762897922271
1000,600,8,rademacher,1.5,3.766541352091102,300,SN13,4.149592711438341
1000,600,8,rademacher,1.5,3.766541352091102,300,OptShrink,4.083742666259626
1000,600,8,rademacher,1.5,3.766541352091102,301,Algorithm 3,3.7671131387125496
1000,600,8,rademacher,1.5,3.766541352091102,301,SN13,4.105703831783562
1000,600,8,rademacher,1.5,3.766541352091102,301,OptShrink,4.036440712950261
1000,600,8,rademacher,1.5,3.766541352091102,302,Algorithm 3,3.6680580577899997
1000,600,8,rademacher,1.5,3.766541352091102,302,SN13,4.029049433282541
1000,600,8,rademacher,1.5,3.766541352091102,302,OptShrink,3.956065471445159
1000,600,8,rademacher,1.5,3.766541352091102,303,Algorithm 3,3.694497594708894
1000,600,8,rademacher,1.5,3.766541352091102,303,SN13,4.134545989028235
1000,600,8,rademacher,1.5,3.766541352091102,303,OptShrink,4.068738913318442
1000,600,8,rademacher,1.5,3.766541352091102,304,Algorithm 3,3.7203775137189896
1000,600,8,rademacher,1.5,3.766541352091102,304,SN13,4.113404591640733
1000,600,8,rademacher,1.5,3.766541352091102,304,OptShrink,4.045800629909348
1000,600,8,rademacher,1.5,3.766541352091102,305,Algorithm 3,3.689616901975829
1000,600,8,rademacher,1.5,3.766541352091102,305,SN13,4.0495373116899165
1000,600,8,rademacher,1.5,3.766541352091102,305,OptShrink,3.9768955793275413
1000,600,8,rademacher,1.5,3.766541352091102,306,Algorithm 3,3.722878960803964
1000,600,8,rademacher,1.5,3.766541352091102,306,SN13,4.015053800536973
1000,600,8,rademacher,1.5,3.766541352091102,306,OptShrink,3.9416556685599886
1000,600,8,rademacher,1.5,3.766541352091102,307,Algorithm 3,3.6068147741908185
1000,600,8,rademacher,1.5,3.766541352091102,307,SN13,4.0054521932842455
1000,600,8,rademacher,1.5,3.766541352091102,307,OptShrink,3.9304242705546644
1000,600,8,rademacher,1.5,3.766541352091102,308,Algorithm 3,3.766131792198667
1000,600,8,rademacher,1.5,3.766541352091102,308,SN13,4.072793731859903
1000,600,8,rademacher,1.5,3.766541352091102,308,OptShrink,4.002086298607872
1000,600,8,rademacher,1.5,3.766541352091102,309,Algorithm 3,3.79671163065574
1000,600,8,rademacher,1.5,3.766541352091102,309,SN13,4.142037481825186
1000,600,8,rademacher,1.5,3.766541352091102,309,OptShrink,4.0770056812312445
1000,600,8,rademacher,1.5,3.766541352091102,310,Algorithm 3,3.751885240981028
1000,600,8,rademacher,1.5,3.766541352091102,310,SN13,4.091949867194474
1000,600,8,rademacher,1.5,3.766541352091102,310,OptShrink,4.023494417035825
1000,600,8,rademacher,1.5,3.766541352091102,311,Algorithm 3,3.687437194434731
1000,600,8,rademacher,1.5,3.766541352091102,311,SN13,3.99583720378017
1000,600,8,rademacher,1.5,3.766541352091102,311,OptShrink,3.918345581828676
1000,600,8,rademacher,1.5,3.766541352091102,312,Algorithm 3,3.747392339708106
1000,600,8,rademacher,1.5,3.766541352091102,312,SN13,4.019300614343449
1000,600,8,rademacher,1.5,3.766541352091102,312,OptShrink,3.9427608399034852
1000,600,8,rademacher,1.5,3.766541352091102,313,Algorithm 3,3.881298777392119
1000,600,8,rademacher,1.5,3.766541352091102,313,SN13,4.223245984547286
1000,600,8,rademacher,1.5,3.766541352091102,313,OptShrink,4.162607608025585
1000,600,8,rademacher,1.5,3.766541352091102,314,Algorithm 3,3.669420147961353
1000,600,8,rademacher,1.5,3.766541352091102,314,SN13,4.09171811327763
1000,600,8,rademacher,1.5,3.766541352091102,314,OptShrink,4.02140420415325
1000,600,8,rademacher,1.5,3.766541352091102,315,Algorithm 3,3.811777838328338
1000,600,8,rademacher,1.5,3.766541352091102,315,SN13,4.136642591218811
1000,600,8,rademacher,1.5,3.766541352091102,315,OptShrink,4.070219316170601
1000,600,8,rademacher,1.5,3.766541352091102,316,Algorithm 3,3.730761798131343
1000,600,8,rademacher,1.5,3.766541352091102,316,SN13,4.139887239375733
1000,600,8,rademacher,1.5,3.766541352091102,316,OptShrink,4.0737305900101894
1000,600,8,rademacher,1.5,3.766541352091102,317,Algorithm 3,3.7566449851367807
1000,600,8,rademacher,1.5,3.766541352091102,317,SN13,4.016677774226434
1000,600,8,rademacher,1.5,3.766541352091102,317,OptShrink,3.9417454285633635
1000,600,8,rademacher,1.5,3.766541352091102,318,Algorithm 3,3.778660742101937
1000,600,8,rademacher,1.5,3.766541352091102,318,SN13,4.164547915552632
1000,600,8,rademacher,1.5,3.766541352091102,318,OptShrink,4.100424397327218
1000,600,8,rademacher,1.5,3.766541352091102,319,Algorithm 3,3.719349623579141
1000,600,8,rademacher,1.5,3.766541352091102,319,SN13,4.191983122238375
1000,600,8,rademacher,1.5,3.766541352091102,319,OptShrink,4.129433153706468
1000,600,8,rademacher,1.5,3.766541352091102,320,Algorithm 3,3.82459434109903
1000,600,8,rademacher,1.5,3.766541352091102,320,SN13,4.221269989765371
1000,600,8,rademacher,1.5,3.766541352091102,320,OptShrink,4.160282054232684
1000,600,8,rademacher,1.5,3.766541352091102,321,Algorithm 3,3.8465505637342052
1000,600,8,rademacher,1.5,3.766541352091102,321,SN13,4.119401404803597
1000,600,8,rademacher,1.5,3.766541352091102,321,OptShrink,4.052289822532297
1000,600,8,rademacher,1.5,3.766541352091102,322,Algorithm 3,3.670017127998726
1000,600,8,rademacher,1.5,3.766541352091102,322,SN13,3.948441692897535
1000,600,8,rademacher,1.5,3.766541352091102,322,OptShrink,3.867188247032131
1000,600,8,rademacher,1.5,3.766541352091102,323,Algorithm 3,3.6983934285721842
1000,600,8,rademacher,1.5,3.766541352091102,323,SN13,4.09019747185686
1000,600,8,rademacher,1.5,3.766541352091102,323,OptShrink,4.022059620934576
1000,600,8,rademacher,1.5,3.766541352091102,324,Algorithm 3,3.7675263548664777
1000,600,8,rademacher,1.5,3.766541352091102,324,SN13,4.102189522666739
1000,600,8,rademacher,1.5,3.766541352091102,324,OptShrink,4.034757539818637
1000,600,8,rademacher,1.5,3.766541352091102,325,Algorithm 3,3.5878603718458253
1000,600,8,rademacher,1.5,3.766541352091102,325,SN13,3.9645148660458696
1000,600,8,rademacher,1.5,3.766541352091102,325,OptShrink,3.883896055382689
1000,600,8,rademacher,1.5,3.766541352091102,326,Algorithm 3,3.7609449013224783
1000,600,8,rademacher,1.5,3.766541352091102,326,SN13,4.1483710918859895
1000,600,8,rademacher,1.5,3.766541352091102,326,OptShrink,4.083898145975227
1000,600,8,rademacher,1.5,3.766541352091102,327,Algorithm 3,3.8558731656806655
1000,600,8,rademacher,1.5,3.766541352091102,327,SN13,4.190795637985754
1000,600,8,rademacher,1.5,3.766541352091102,327,OptShrink,4.1290062355367345
1000,600,8,rademacher,1.5,3.766541352091102,328,Algorithm 3,3.8305748291411446
1000,600,8,rademacher,1.5,3.766541352091102,328,SN13,4.146137926157868
1000,600,8,rademacher,1.5,3.766541352091102,328,OptShrink,4.0796975066626775
1000,600,8,rademacher,1.5,3.766541352091102,329,Algorithm 3,3.9047718585256974
1000,600,8,rademacher,1.5,3.766541352091102,329,SN13,4.241652416430013
1000,600,8,rademacher,1.5,3.766541352091102,329,OptShrink,4.1823454461333425
1000,600,8,rademacher,1.5,3.766541352091102,330,Algorithm 3,3.801075302140513
1000,600,8,rademacher,1.5,3.766541352091102,330,SN13,4.176855587170337
1000,600,8,rademacher,1.5,3.766541352091102,330,OptShrink,4.111984085394888
1000,600,8,rademacher,1.5,3.766541352091102,331,Algorithm 3,3.82818018473347
1000,600,8,rademacher,1.5,3.766541352091102,331,SN13,4.139142394162241
1000,600,8,rademacher,1.5,3.766541352091102,331,OptShrink,4.0730407113187495
1000,600,8,rademacher,1.5,3.766541352091102,332,Algorithm 3,3.491787234982902
1000,600,8,rademacher,1.5,3.766541352091102,332,SN13,3.9465137599812046
1000,600,8,rademacher,1.5,3.766541352091102,332,OptShrink,3.865951754633717
1000,600,8,rademacher,1.5,3.766541352091102,333,Algorithm 3,3.6657255986330703
1000,600,8,rademacher,1.5,3.766541352091102,333,SN13,4.085153619006302
1000,600,8,rademacher,1.5,3.766541352091102,333,OptShrink,4.013243017808276
1000,600,8,rademacher,1.5,3.766541352091102,334,Algorithm 3,3.6615242545879108
1000,600,8,rademacher,1.5,3.766541352091102,334,SN13,4.07560696999993
1000,600,8,rademacher,1.5,3.766541352091102,334,OptShrink,4.004563995263193
1000,600,8,rademacher,1.5,3.766541352091102,335,Algorithm 3,3.60586623114537
1000,600,8,rademacher,1.5,3.766541352091102,335,SN13,4.03112927309806
1000,600,8,rademacher,1.5,3.766541352091102,335,OptShrink,3.9563756507454104
1000,600,8,rademacher,1.5,3.766541352091102,336,Algorithm 3,3.647770315546668
1000,600,8,rademacher,1.5,3.766541352091102,336,SN13,4.166133217600768
1000,600,8,rademacher,1.5,3.766541352091102,336,OptShrink,4.101871018019968
1000,600,8,rademacher,1.5,3.766541352091102,337,Algorithm 3,3.830214306779319
1000,600,8,rademacher,1.5,3.766541352091102,337,SN13,4.10922998367733
1000,600,8,rademacher,1.5,3.766541352091102,337,OptShrink,4.041570509548181
1000,600,8,rademacher,1.5,3.766541352091102,338,Algorithm 3,3.522873680996855
1000,600,8,rademacher,1.5,3.766541352091102,338,SN13,3.9949750168059732
1000,600,8,rademacher,1.5,3.766541352091102,338,OptShrink,3.918699177086096
1000,600,8,rademacher,1.5,3.766541352091102,339,Algorithm 3,3.7700327084812084
1000,600,8,rademacher,1.5,3.766541352091102,339,SN13,4.008281471906044
1000,600,8,rademacher,1.5,3.766541352091102,339,OptShrink,3.93249039303106
1000,600,8,rademacher,1.5,3.766541352091102,340,Algorithm 3,3.679647431628121
1000,600,8,rademacher,1.5,3.766541352091102,340,SN13,3.9954213916368153
1000,600,8,rademacher,1.5,3.766541352091102,340,OptShrink,3.918268094706885
1000,600,8,rademacher,1.5,3.766541352091102,341,Algorithm 3,3.802198167526896
1000,600,8,rademacher,1.5,3.766541352091102,341,SN13,4.144233107855386
1000,600,8,rademacher,1.5,3.766541352091102,341,OptShrink,4.078348602012335
1000,600,8,rademacher,1.5,3.766541352091102,342,Algorithm 3,3.646457118718158
1000,600,8,rademacher,1.5,3.766541352091102,342,SN13,3.9598338193144147
1000,600,8,rademacher,1.5,3.766541352091102,342,OptShrink,3.8774897201286946
1000,600,8,rademacher,1.5,3.766541352091102,343,Algorithm 3,3.541747512864925
1000,600,8,rademacher,1.5,3.766541352091102,343,SN13,3.97333711079873
1000,600,8,rademacher,1.5,3.766541352091102,343,OptShrink,3.893744922322444
1000,600,8,rademacher,1.5,3.766541352091102,344,Algorithm 3,3.786850477227502
1000,600,8,rademacher,1.5,3.766541352091102,344,SN13,4.088941598154071
1000,600,8,rademacher,1.5,3.766541352091102,344,OptShrink,4.019047814202137
1000,600,8,rademacher,1.5,3.766541352091102,345,Algorithm 3,3.6474080256575654
1000,600,8,rademacher,1.5,3.766541352091102,345,SN13,4.138021968491629
1000,600,8,rademacher,1.5,3.766541352091102,345,OptShrink,4.071213480839579
1000,600,8,rademacher,1.5,3.766541352091102,346,Algorithm 3,3.811961614291959
1000,600,8,rademacher,1.5,3.766541352091102,346,SN13,4.108698768191419
1000,600,8,rademacher,1.5,3.766541352091102,346,OptShrink,4.040147254142061
1000,600,8,rademacher,1.5,3.766541352091102,347,Algorithm 3,3.7855105281111663
1000,600,8,rademacher,1.5,3.766541352091102,347,SN13,4.167847280191135
1000,600,8,rademacher,1.5,3.766541352091102,347,OptShrink,4.104058245830365
1000,600,8,rademacher,1.5,3.766541352091102,348,Algorithm 3,3.8473562636626286
1000,600,8,rademacher,1.5,3.766541352091102,348,SN13,4.164823178273372
1000,600,8,rademacher,1.5,3.766541352091102,348,OptShrink,4.100874368719999
1000,600,8,rademacher,1.5,3.766541352091102,349,Algorithm 3,3.5496841475985206
1000,600,8,rademacher,1.5,3.766541352091102,349,SN13,4.009065686977098
1000,600,8,rademacher,1.5,3.766541352091102,349,OptShrink,3.933955142416978
