n,p,kappa,law,gamma,strength,replication,method,estimate
1000,600,1,gaussian,1.5,1.8669989318654328,305,OptShrink,1.8440164139118516
1000,600,1,gaussian,1.5,1.8669989318654328,306,Algorithm 3,1.8158652766526382
1000,600,1,gaussian,1.5,1.8669989318654328,306,SN13,1.8137333597428584
1000,600,1,gaussian,1.5,1.8669989318654328,306,OptShrink,1.8178902969296469
1000,600,1,gaussian,1.5,1.8669989318654328,307,Algorithm 3,1.8998203399132791
1000,600,1,gaussian,1.5,1.8669989318654328,307,SN13,1.8951451875508862
1000,600,1,gaussian,1.5,1.8669989318654328,307,OptShrink,1.899002199280344
1000,600,1,gaussian,1.5,1.8669989318654328,308,Algorithm 3,1.8922061362428804
1000,600,1,gaussian,1.5,1.8669989318654328,308,SN13,1.8758022522430131
1000,600,1,gaussian,1.5,1.8669989318654328,308,OptShrink,1.8792752483988435
1000,600,1,gaussian,1.5,1.8669989318654328,309,Algorithm 3,1.8015678367098997
1000,600,1,gaussian,1.5,1.8669989318654328,309,SN13,1.8458512463182368
1000,600,1,gaussian,1.5,1.8669989318654328,309,OptShrink,1.8500540881225023
1000,600,1,gaussian,1.5,1.8669989318654328,310,Algorithm 3,1.8985266913488439
1000,600,1,gaussian,1.5,1.8669989318654328,310,SN13,1.9011425262278085
1000,600,1,gaussian,1.5,1.8669989318654328,310,OptShrink,1.9051826816186148
1000,600,1,gaussian,1.5,1.8669989318654328,311,Algorithm 3,1.8932954869845458
1000,600,1,gaussian,1.5,1.8669989318654328,311,SN13,1.8598672103923475
1000,600,1,gaussian,1.5,1.8669989318654328,311,OptShrink,1.8638730804030499
1000,600,1,gaussian,1.5,1.8669989318654328,312,Algorithm 3,1.8716199066615178
1000,600,1,gaussian,1.5,1.8669989318654328,312,SN13,1.8644264892266749
1000,600,1,gaussian,1.5,1.8669989318654328,312,OptShrink,1.8688010417511878
1000,600,1,gaussian,1.5,1.8669989318654328,313,Algorithm 3,1.8696971229792385
1000,600,1,gaussian,1.5,1.8669989318654328,313,SN13,1.8567600247473657
1000,600,1,gaussian,1.5,1.8669989318654328,313,OptShrink,1.860560312496298
1000,600,1,gaussian,1.5,1.8669989318654328,314,Algorithm 3,1.895900086777805
1000,600,1,gaussian,1.5,1.8669989318654328,314,SN13,1.8916101285278424
1000,600,1,gaussian,1.5,1.8669989318654328,314,OptShrink,1.8948247488225238
1000,600,1,gaussian,1.5,1.8669989318654328,315,Algorithm 3,1.8521818681815694
1000,600,1,gaussian,1.5,1.8669989318654328,315,SN13,1.866565032234375
1000,600,1,gaussian,1.5,1.8669989318654328,315,OptShrink,1.8705328870584088
1000,600,1,gaussian,1.5,1.8669989318654328,316,Algorithm 3,1.9311911079016755
1000,600,1,gaussian,1.5,1.8669989318654328,316,SN13,1.8917804980262274
1000,600,1,gaussian,1.5,1.8669989318654328,316,OptShrink,1.8956471391775023
1000,600,1,gaussian,1.5,1.8669989318654328,317,Algorithm 3,1.8486962430846772
1000,600,1,gaussian,1.5,1.8669989318654328,317,SN13,1.869817059983577
1000,600,1,gaussian,1.5,1.8669989318654328,317,OptShrink,1.8737385311421615
1000,600,1,gaussian,1.5,1.8669989318654328,318,Algorithm 3,1.8468956203943359
1000,600,1,gaussian,1.5,1.8669989318654328,318,SN13,1.8448965013686804
1000,600,1,gaussian,1.5,1.8669989318654328,318,OptShrink,1.8483820804359847
1000,600,1,gaussian,1.5,1.8669989318654328,319,Algorithm 3,1.818570469368829
1000,600,1,gaussian,1.5,1.8669989318654328,319,SN13,1.7903023144045684
1000,600,1,gaussian,1.5,1.8669989318654328,319,OptShrink,1.7938621593088127
1000,600,1,gaussian,1.5,1.8669989318654328,320,Algorithm 3,1.8715021239560679
1000,600,1,gaussian,1.5,1.8669989318654328,320,SN13,1.8684777760021218
1000,600,1,gaussian,1.5,1.8669989318654328,320,OptShrink,1.87266421839473
1000,600,1,gaussian,1.5,1.8669989318654328,321,Algorithm 3,1.8558730361031244
1000,600,1,gaussian,1.5,1.8669989318654328,321,SN13,1.8662630232031594
1000,600,1,gaussian,1.5,1.8669989318654328,321,OptShrink,1.869997715773185
1000,600,1,gaussian,1.5,1.8669989318654328,322,Algorithm 3,1.8795353471510072
1000,600,1,gaussian,1.5,1.8669989318654328,322,SN13,1.8456140348296397
1000,600,1,gaussian,1.5,1.8669989318654328,322,OptShrink,1.8496396198347251
1000,600,1,gaussian,1.5,1.8669989318654328,323,Algorithm 3,1.8076805059619228
1000,600,1,gaussian,1.5,1.8669989318654328,323,SN13,1.8362162224750052
1000,600,1,gaussian,1.5,1.8669989318654328,323,OptShrink,1.8398385028011297
1000,600,1,gaussian,1.5,1.8669989318654328,324,Algorithm 3,1.8795953975221038
1000,600,1,gaussian,1.5,1.8669989318654328,324,SN13,1.8927122346386935
1000,600,1,gaussian,1.5,1.8669989318654328,324,OptShrink,1.896445931998083
1000,600,1,gaussian,1.5,1.8669989318654328,325,Algorithm 3,1.8218549715421117
1000,600,1,gaussian,1.5,1.8669989318654328,325,SN13,1.8556097816566672
1000,600,1,gaussian,1.5,1.8669989318654328,325,OptShrink,1.8595317023691231
1000,600,1,gaussian,1.5,1.8669989318654328,326,Algorithm 3,1.8659645195865586
1000,600,1,gaussian,1.5,1.8669989318654328,326,SN13,1.8551432766987674
1000,600,1,gaussian,1.5,1.8669989318654328,326,OptShrink,1.8586090425578217
1000,600,1,gaussian,1.5,1.8669989318654328,327,Algorithm 3,1.9431684595112835
1000,600,1,gaussian,1.5,1.8669989318654328,327,SN13,1.9215771690282386
1000,600,1,gaussian,1.5,1.8669989318654328,327,OptShrink,1.9255340400986891
1000,600,1,gaussian,1.5,1.8669989318654328,328,Algorithm 3,1.8596245733737804
1000,600,1,gaussian,1.5,1.8669989318654328,328,SN13,1.881880925309556
1000,600,1,gaussian,1.5,1.8669989318654328,328,OptShrink,1.885765606254018
1000,600,1,gaussian,1.5,1.8669989318654328,329,Algorithm 3,1.9585239770278497
1000,600,1,gaussian,1.5,1.8669989318654328,329,SN13,1.9592484066418334
1000,600,1,gaussian,1.5,1.8669989318654328,329,OptShrink,1.9627115481746045
1000,600,1,gaussian,1.5,1.8669989318654328,330,Algorithm 3,1.8206099781169331
1000,600,1,gaussian,1.5,1.8669989318654328,330,SN13,1.836776861463026
1000,600,1,gaussian,1.5,1.8669989318654328,330,OptShrink,1.8404990491427338
1000,600,1,gaussian,1.5,1.8669989318654328,331,Algorithm 3,1.8879580270800709
1000,600,1,gaussian,1.5,1.8669989318654328,331,SN13,1.8868100603875213
1000,600,1,gaussian,1.5,1.8669989318654328,331,OptShrink,1.890526838893078
1000,600,1,gaussian,1.5,1.8669989318654328,332,Algorithm 3,1.914263221402346
1000,600,1,gaussian,1.5,1.8669989318654328,332,SN13,1.919897973560895
1000,600,1,gaussian,1.5,1.8669989318654328,332,OptShrink,1.923389107942186
1000,600,1,gaussian,1.5,1.8669989318654328,333,Algorithm 3,1.801392451568331
1000,600,1,gaussian,1.5,1.8669989318654328,333,SN13,1.7808436538212313
1000,600,1,gaussian,1.5,1.8669989318654328,333,OptShrink,1.7851674683936072
1000,600,1,gaussian,1.5,1.8669989318654328,334,Algorithm 3,1.8846913150882671
1000,600,1,gaussian,1.5,1.8669989318654328,334,SN13,1.9054713264752066
1000,600,1,gaussian,1.5,1.8669989318654328,334,OptShrink,1.9092871745477134
1000,600,1,gaussian,1.5,1.8669989318654328,335,Algorithm 3,1.8366891346805623
1000,600,1,gaussian,1.5,1.8669989318654328,335,SN13,1.818308694034317
1000,600,1,gaussian,1.5,1.8669989318654328,335,OptShrink,1.8219201812681138
1000,600,1,gaussian,1.5,1.8669989318654328,336,Algorithm 3,1.9042899531036965
1000,600,1,gaussian,1.5,1.8669989318654328,336,SN13,1.8816496130309714
1000,600,1,gaussian,1.5,1.8669989318654328,336,OptShrink,1.8851547350687892
1000,600,1,gaussian,1.5,1.8669989318654328,337,Algorithm 3,1.8739233571552552
1000,600,1,gaussian,1.5,1.8669989318654328,337,SN13,1.8625556706769202
1000,600,1,gaussian,1.5,1.8669989318654328,337,OptShrink,1.8662977123585105
1000,600,1,gaussian,1.5,1.8669989318654328,338,Algorithm 3,1.8558697618902804
1000,600,1,gaussian,1.5,1.8669989318654328,338,SN13,1.8485586254096935
1000,600,1,gaussian,1.5,1.8669989318654328,338,OptShrink,1.8527129445362664
1000,600,1,gaussian,1.5,1.8669989318654328,339,Algorithm 3,1.798631202608966
1000,600,1,gaussian,1.5,1.8669989318654328,339,SN13,1.846224048893437
1000,600,1,gaussian,1.5,1.8669989318654328,339,OptShrink,1.849143951690145
1000,600,1,gaussian,1.5,1.8669989318654328,340,Algorithm 3,1.8395823444577295
1000,600,1,gaussian,1.5,1.8669989318654328,340,SN13,1.883545775207742
1000,600,1,gaussian,1.5,1.8669989318654328,340,OptShrink,1.8879023021588865
1000,600,1,gaussian,1.5,1.8669989318654328,341,Algorithm 3,1.871684760969705
1000,600,1,gaussian,1.5,1.8669989318654328,341,SN13,1.833867731202755
1000,600,1,gaussian,1.5,1.8669989318654328,341,OptShrink,1.8374684361708598
1000,600,1,gaussian,1.5,1.8669989318654328,342,Algorithm 3,1.8238092459778927
1000,600,1,gaussian,1.5,1.8669989318654328,342,SN13,1.849350322087396
1000,600,1,gaussian,1.5,1.8669989318654328,342,OptShrink,1.853197706235495
1000,600,1,gaussian,1.5,1.8669989318654328,343,Algorithm 3,1.867281875740594
1000,600,1,gaussian,1.5,1.8669989318654328,343,SN13,1.8688034592480327
1000,600,1,gaussian,1.5,1.8669989318654328,343,OptShrink,1.8726045287133308
1000,600,1,gaussian,1.5,1.8669989318654328,344,Algorithm 3,1.8503988781812408
1000,600,1,gaussian,1.5,1.8669989318654328,344,SN13,1.8525698011025733
1000,600,1,gaussian,1.5,1.8669989318654328,344,OptShrink,1.8561909548231876
1000,600,1,gaussian,1.5,1.8669989318654328,345,Algorithm 3,1.8699360749001823
1000,600,1,gaussian,1.5,1.8669989318654328,345,SN13,1.8641172168055278
1000,600,1,gaussian,1.5,1.8669989318654328,345,OptShrink,1.8678110501900764
1000,600,1,gaussian,1.5,1.8669989318654328,346,Algorithm 3,1.9261596916658341
1000,600,1,gaussian,1.5,1.8669989318654328,346,SN13,1.9210030403806566
1000,600,1,gaussian,1.5,1.8669989318654328,346,OptShrink,1.9248380298324175
1000,600,1,gaussian,1.5,1.8669989318654328,347,Algorithm 3,1.872506227040778
1000,600,1,gaussian,1.5,1.8669989318654328,347,SN13,1.8596930872451758
1000,600,1,gaussian,1.5,1.8669989318654328,347,OptShrink,1.8634443791198894
1000,600,1,gaussian,1.5,1.8669989318654328,348,Algorithm 3,1.8267781321205923
1000,600,1,gaussian,1.5,1.8669989318654328,348,SN13,1.8293982969128486
1000,600,1,gaussian,1.5,1.8669989318654328,348,OptShrink,1.8327871987547824
1000,600,1,gaussian,1.5,1.8669989318654328,349,Algorithm 3,1.8514694714877638
1000,600,1,gaussian,1.5,1.8669989318654328,349,SN13,1.836579375988524
1000,600,1,gaussian,1.5,1.8669989318654328,349,OptShrink,1.840701064716435
1000,600,1,gaussian,1.5,1.8669989318654328,350,Algorithm 3,1.84434203912195
1000,600,1,gaussian,1.5,1.8669989318654328,350,SN13,1.8201607724678306
1000,600,1,gaussian,1.5,1.8669989318654328,350,OptShrink,1.8242515579165828
1000,600,1,gaussian,1.5,1.8669989318654328,351,Algorithm 3,1.861142372465325
1000,600,1,gaussian,1.5,1.8669989318654328,351,SN13,1.8720371897054864
1000,600,1,gaussian,1.5,1.8669989318654328,351,OptShrink,1.8755820109001893
1000,600,1,gaussian,1.5,1.8669989318654328,352,Algorithm 3,1.809874906597807
1000,600,1,gaussian,1.5,1.8669989318654328,352,SN13,1.7924148436969036
1000,600,1,gaussian,1.5,1.8669989318654328,352,OptShrink,1.7965407002727087
1000,600,1,gaussian,1.5,1.8669989318654328,353,Algorithm 3,1.7712175132463774
1000,600,1,gaussian,1.5,1.8669989318654328,353,SN13,1.799835458278466
1000,600,1,gaussian,1.5,1.8669989318654328,353,OptShrink,1.8033125705009052
1000,600,1,gaussian,1.5,1.8669989318654328,354,Algorithm 3,1.9189257097749022
1000,600,1,gaussian,1.5,1.8669989318654328,354,SN13,1.9159812045479492
1000,600,1,gaussian,1.5,1.8669989318654328,354,OptShrink,1.9198381521121382
1000,600,1,gaussian,1.5,1.8669989318654328,355,Algorithm 3,1.8636996508206276
1000,600,1,gaussian,1.5,1.8669989318654328,355,SN13,1.8593206622818719
1000,600,1,gaussian,1.5,1.8669989318654328,355,OptShrink,1.863162836806028
1000,600,1,gaussian,1.5,1.8669989318654328,356,Algorithm 3,1.8834429966375374
1000,600,1,gaussian,1.5,1.8669989318654328,356,SN13,1.8839683467956017
1000,600,1,gaussian,1.5,1.8669989318654328,356,OptShrink,1.8878177638981914
1000,600,1,gaussian,1.5,1.8669989318654328,357,Algorithm 3,1.8618377635111218
1000,600,1,gaussian,1.5,1.8669989318654328,357,SN13,1.8853706012416498
1000,600,1,gaussian,1.5,1.8669989318654328,357,OptShrink,1.8899324364111483
1000,600,1,gaussian,1.5,1.8669989318654328,358,Algorithm 3,1.7250635750339711
1000,600,1,gaussian,1.5,1.8669989318654328,358,SN13,1.782982059471486
1000,600,1,gaussian,1.5,1.8669989318654328,358,OptShrink,1.7872159909477827
1000,600,1,gaussian,1.5,1.8669989318654328,359,Algorithm 3,1.8783455607935413
1000,600,1,gaussian,1.5,1.8669989318654328,359,SN13,1.8823630358055738
1000,600,1,gaussian,1.5,1.8669989318654328,359,OptShrink,1.8863941535360425
1000,600,1,gaussian,1.5,1.8669989318654328,360,Algorithm 3,1.9266212459420995
1000,600,1,gaussian,1.5,1.8669989318654328,360,SN13,1.9222066483545792
1000,600,1,gaussian,1.5,1.8669989318654328,360,OptShrink,1.9256573241044947
1000,600,1,gaussian,1.5,1.8669989318654328,361,Algorithm 3,1.8260891762506182
1000,600,1,gaussian,1.5,1.8669989318654328,361,SN13,1.8353815446161055
1000,600,1,gaussian,1.5,1.8669989318654328,361,OptShrink,1.8388778264345917
1000,600,1,gaussian,1.5,1.8669989318654328,362,Algorithm 3,1.866385038243847
1000,600,1,gaussian,1.5,1.8669989318654328,362,SN13,1.842427729372919
1000,600,1,gaussian,1.5,1.8669989318654328,362,OptShrink,1.8461742584032004
1000,600,1,gaussian,1.5,1.8669989318654328,363,Algorithm 3,1.8981313987346242
1000,600,1,gaussian,1.5,1.8669989318654328,363,SN13,1.8716673290939585
1000,600,1,gaussian,1.5,1.8669989318654328,363,OptShrink,1.8762802594611299
1000,600,1,gaussian,1.5,1.8669989318654328,364,Algorithm 3,1.8349330075314105
1000,600,1,gaussian,1.5,1.8669989318654328,364,SN13,1.8722136217298577
1000,600,1,gaussian,1.5,1.8669989318654328,364,OptShrink,1.876235684078992
1000,600,1,gaussian,1.5,1.8669989318654328,365,Algorithm 3,1.8665084729416825
1000,600,1,gaussian,1.5,1.8669989318654328,365,SN13,1.8665992644883265
1000,600,1,gaussian,1.5,1.8669989318654328,365,OptShrink,1.8701370854317945
1000,600,1,gaussian,1.5,1.8669989318654328,366,Algorithm 3,1.866337860250183
1000,600,1,gaussian,1.5,1.8669989318654328,366,SN13,1.8791514854399658
1000,600,1,gaussian,1.5,1.8669989318654328,366,OptShrink,1.8826650164756886
1000,600,1,gaussian,1.5,1.8669989318654328,367,Algorithm 3,1.8841895291207607
1000,600,1,gaussian,1.5,1.8669989318654328,367,SN13,1.8922585188357137
1000,600,1,gaussian,1.5,1.8669989318654328,367,OptShrink,1.8963439165176394
1000,600,1,gaussian,1.5,1.8669989318654328,368,Algorithm 3,1.8877995538330221
1000,600,1,gaussian,1.5,1.8669989318654328,368,SN13,1.8917907874928979
1000,600,1,gaussian,1.5,1.8669989318654328,368,OptShrink,1.895854792349407
1000,600,1,gaussian,1.5,1.8669989318654328,369,Algorithm 3,1.9205073018080283
1000,600,1,gaussian,1.5,1.8669989318654328,369,SN13,1.8859676300714887
1000,600,1,gaussian,1.5,1.8669989318654328,369,OptShrink,1.8898065802567876
1000,600,1,gaussian,1.5,1.8669989318654328,370,Algorithm 3,1.765398204687946
1000,600,1,gaussian,1.5,1.8669989318654328,370,SN13,1.7853628071241787
1000,600,1,gaussian,1.5,1.8669989318654328,370,OptShrink,1.788877291593801
1000,600,1,gaussian,1.5,1.8669989318654328,371,Algorithm 3,1.8163347330196398
1000,600,1,gaussian,1.5,1.8669989318654328,371,SN13,1.8402390855381259
1000,600,1,gaussian,1.5,1.8669989318654328,371,OptShrink,1.8447239049955944
1000,600,1,gaussian,1.5,1.8669989318654328,372,Algorithm 3,1.8642546317462836
1000,600,1,gaussian,1.5,1.8669989318654328,372,SN13,1.8280880069166197
1000,600,1,gaussian,1.5,1.8669989318654328,372,OptShrink,1.8314022531640632
1000,600,1,gaussian,1.5,1.8669989318654328,373,Algorithm 3,1.8283482763120307
1000,600,1,gaussian,1.5,1.8669989318654328,373,SN13,1.8308261559899601
1000,600,1,gaussian,1.5,1.8669989318654328,373,OptShrink,1.8351790029253725
1000,600,1,gaussian,1.5,1.8669989318654328,374,Algorithm 3,1.884905447177655
1000,600,1,gaussian,1.5,1.8669989318654328,374,SN13,1.875772452477092
1000,600,1,gaussian,1.5,1.8669989318654328,374,OptShrink,1.8798308542268234
1000,600,1,gaussian,1.5,1.8669989318654328,375,Algorithm 3,1.8599858506427465
1000,600,1,gaussian,1.5,1.8669989318654328,375,SN13,1.8715224439794285
1000,600,1,gaussian,1.5,1.8669989318654328,375,OptShrink,1.875655125540715
1000,600,1,gaussian,1.5,1.8669989318654328,376,Algorithm 3,1.8721506498475722
1000,600,1,gaussian,1.5,1.8669989318654328,376,SN13,1.871794576734284
1000,600,1,gaussian,1.5,1.8669989318654328,376,OptShrink,1.8761923194052612
1000,600,1,gaussian,1.5,1.8669989318654328,377,Algorithm 3,1.9383846744685973
1000,600,1,gaussian,1.5,1.8669989318654328,377,SN13,1.90716476168952
1000,600,1,gaussian,1.5,1.8669989318654328,377,OptShrink,1.911455862246872
1000,600,1,gaussian,1.5,1.8669989318654328,378,Algorithm 3,1.931313562043393
1000,600,1,gaussian,1.5,1.8669989318654328,378,SN13,1.905489183041757
1000,600,1,gaussian,1.5,1.8669989318654328,378,OptShrink,1.909780362257354
1000,600,1,gaussian,1.5,1.8669989318654328,379,Algorithm 3,1.7971252402413125
1000,600,1,gaussian,1.5,1.8669989318654328,379,SN13,1.8117415518556266
1000,600,1,gaussian,1.5,1.8669989318654328,379,OptShrink,1.8151343785320595
1000,600,1,gaussian,1.5,1.8669989318654328,380,Algorithm 3,1.9002273880845917
1000,600,1,gaussian,1.5,1.8669989318654328,380,SN13,1.8563255628931612
1000,600,1,gaussian,1.5,1.8669989318654328,380,OptShrink,1.8603516084290452
1000,600,1,gaussian,1.5,1.8669989318654328,381,Algorithm 3,1.874828140839988
1000,600,1,gaussian,1.5,1.8669989318654328,381,SN13,1.8649150904892018
1000,600,1,gaussian,1.5,1.8669989318654328,381,OptShrink,1.8681090538555614
1000,600,1,gaussian,1.5,1.8669989318654328,382,Algorithm 3,1.9316831914572252
1000,600,1,gaussian,1.5,1.8669989318654328,382,SN13,1.9181069312952357
1000,600,1,gaussian,1.5,1.8669989318654328,382,OptShrink,1.921519449329052
1000,600,1,gaussian,1.5,1.8669989318654328,383,Algorithm 3,1.7702497723591697
1000,600,1,gaussian,1.5,1.8669989318654328,383,SN13,1.784819253444285
1000,600,1,gaussian,1.5,1.8669989318654328,383,OptShrink,1.78833248880552
1000,600,1,gaussian,1.5,1.8669989318654328,384,Algorithm 3,1.8300634457369307
1000,600,1,gaussian,1.5,1.8669989318654328,384,SN13,1.8419633929924675
1000,600,1,gaussian,1.5,1.8669989318654328,384,OptShrink,1.8457216849278613
1000,600,1,gaussian,1.5,1.8669989318654328,385,Algorithm 3,1.8474236726405162
1000,600,1,gaussian,1.5,1.8669989318654328,385,SN13,1.828846028185153
1000,600,1,gaussian,1.5,1.8669989318654328,385,OptShrink,1.8327025089259525
1000,600,1,gaussian,1.5,1.8669989318654328,386,Algorithm 3,1.9069079886625597
1000,600,1,gaussian,1.5,1.8669989318654328,386,SN13,1.9298652882391423
1000,600,1,gaussian,1.5,1.8669989318654328,386,OptShrink,1.9336500251600246
1000,600,1,gaussian,1.5,1.8669989318654328,387,Algorithm 3,1.8570236021596245
1000,600,1,gaussian,1.5,1.8669989318654328,387,SN13,1.8670745778265052
1000,600,1,gaussian,1.5,1.8669989318654328,387,OptShrink,1.8701990817430656
1000,600,1,gaussian,1.5,1.8669989318654328,388,Algorithm 3,1.8963809339314819
1000,600,1,gaussian,1.5,1.8669989318654328,388,SN13,1.9237616363803522
1000,600,1,gaussian,1.5,1.8669989318654328,388,OptShrink,1.9275185873764658
1000,600,1,gaussian,1.5,1.8669989318654328,389,Algorithm 3,1.8851521910034417
1000,600,1,gaussian,1.5,1.8669989318654328,389,SN13,1.8871516447189616
1000,600,1,gaussian,1.5,1.8669989318654328,389,OptShrink,1.890970268046535
1000,600,1,gaussian,1.5,1.8669989318654328,390,Algorithm 3,1.8646518394075897
1000,600,1,gaussian,1.5,1.8669989318654328,390,SN13,1.8587999803701953
1000,600,1,gaussian,1.5,1.8669989318654328,390,OptShrink,1.8634572709439636
1000,600,1,gaussian,1.5,1.8669989318654328,391,Algorithm 3,1.9239317431185938
1000,600,1,gaussian,1.5,1.8669989318654328,391,SN13,1.9314234745053263
1000,600,1,gaussian,1.5,1.8669989318654328,391,OptShrink,1.9357047781067112
1000,600,1,gaussian,1.5,1.8669989318654328,392,Algorithm 3,1.819805207884072
1000,600,1,gaussian,1.5,1.8669989318654328,392,SN13,1.8128283584376508
1000,600,1,gaussian,1.5,1.8669989318654328,392,OptShrink,1.8170598607834576
1000,600,1,gaussian,1.5,1.8669989318654328,393,Algorithm 3,1.906260834457345
1000,600,1,gaussian,1.5,1.8669989318654328,393,SN13,1.9035082890690682
1000,600,1,gaussian,1.5,1.8669989318654328,393,OptShrink,1.9071708117488797
1000,600,1,gaussian,1.5,1.8669989318654328,394,Algorithm 3,1.762499594771321
1000,600,1,gaussian,1.5,1.8669989318654328,394,SN13,1.797452041461089
1000,600,1,gaussian,1.5,1.8669989318654328,394,OptShrink,1.8008279727475542
1000,600,1,gaussian,1.5,1.8669989318654328,395,Algorithm 3,1.843045339718969
1000,600,1,gaussian,1.5,1.8669989318654328,395,SN13,1.846654874574228
1000,600,1,gaussian,1.5,1.8669989318654328,395,OptShrink,1.850063156772709
1000,600,1,gaussian,1.5,1.8669989318654328,396,Algorithm 3,1.8346193638071777
1000,600,1,gaussian,1.5,1.8669989318654328,396,SN13,1.8682702557106114
1000,600,1,gaussian,1.5,1.8669989318654328,396,OptShrink,1.8722112462830043
1000,600,1,gaussian,1.5,1.8669989318654328,397,Algorithm 3,1.8294354188160855
1000,600,1,gaussian,1.5,1.8669989318654328,397,SN13,1.8278344398770303
1000,600,1,gaussian,1.5,1.8669989318654328,397,OptShrink,1.8313292037901792
1000,600,1,gaussian,1.5,1.8669989318654328,398,Algorithm 3,1.8616295894843846
1000,600,1,gaussian,1.5,1.8669989318654328,398,SN13,1.8223766662294254
1000,600,1,gaussian,1.5,1.8669989318654328,398,OptShrink,1.826049200922935
1000,600,1,gaussian,1.5,1.8669989318654328,399,Algorithm 3,1.8630653184606547
1000,600,1,gaussian,1.5,1.8669989318654328,399,SN13,1.9065907964331865
1000,600,1,gaussian,1.5,1.8669989318654328,399,OptShrink,1.9104967391867966
1000,600,1,gaussian,1.5,1.8669989318654328,400,Algorithm 3,1.7849934647767676
1000,600,1,gaussian,1.5,1.8669989318654328,400,SN13,1.769332611673012
1000,600,1,gaussian,1.5,1.8669989318654328,400,OptShrink,1.7733883046164298
1000,600,1,gaussian,1.5,1.8669989318654328,401,Algorithm 3,1.8714923707993545
1000,600,1,gaussian,1.5,1.8669989318654328,401,SN13,1.885193644149548
1000,600,1,gaussian,1.5,1.8669989318654328,401,OptShrink,1.8891026363638845
1000,600,1,gaussian,1.5,1.8669989318654328,402,Algorithm 3,1.8138796272633761
1000,600,1,gaussian,1.5,1.8669989318654328,402,SN13,1.82182720184074
1000,600,1,gaussian,1.5,1.8669989318654328,402,OptShrink,1.8258396308714275
1000,600,1,gaussian,1.5,1.8669989318654328,403,Algorithm 3,1.8560930544080512
1000,600,1,gaussian,1.5,1.8669989318654328,403,SN13,1.8615333892261643
1000,600,1,gaussian,1.5,1.8669989318654328,403,OptShrink,1.8657372309492113
1000,600,1,gaussian,1.5,1.8669989318654328,404,Algorithm 3,1.820222113770374
1000,600,1,gaussian,1.5,1.8669989318654328,404,SN13,1.821816056319182
1000,600,1,gaussian,1.5,1.8669989318654328,404,OptShrink,1.825644529293197
1000,600,1,gaussian,1.5,1.8669989318654328,405,Algorithm 3,1.8290020626492365
1000,600,1,gaussian,1.5,1.8669989318654328,405,SN13,1.8393808507645992
1000,600,1,gaussian,1.5,1.8669989318654328,405,OptShrink,1.8435928426359178
1000,600,1,gaussian,1.5,1.8669989318654328,406,Algorithm 3,1.935124085552933
1000,600,1,gaussian,1.5,1.8669989318654328,406,SN13,1.8972832612032406
1000,600,1,gaussian,1.5,1.8669989318654328,406,OptShrink,1.9016955761880288
1000,600,1,gaussian,1.5,1.8669989318654328,407,Algorithm 3,1.826434247569699
1000,600,1,gaussian,1.5,1.8669989318654328,407,SN13,1.8333612449797148
1000,600,1,gaussian,1.5,1.8669989318654328,407,OptShrink,1.8378174201294952
1000,600,1,gaussian,1.5,1.8669989318654328,408,Algorithm 3,1.8833418014136263
1000,600,1,gaussian,1.5,1.8669989318654328,408,SN13,1.9008174166461946
1000,600,1,gaussian,1.5,1.8669989318654328,408,OptShrink,1.9042229013003293
1000,600,1,gaussian,1.5,1.8669989318654328,409,Algorithm 3,1.8414954891109974
1000,600,1,gaussian,1.5,1.8669989318654328,409,SN13,1.8982982354360067
1000,600,1,gaussian,1.5,1.8669989318654328,409,OptShrink,1.9023942461024594
1000,600,1,gaussian,1.5,1.8669989318654328,410,Algorithm 3,1.921606806308818
1000,600,1,gaussian,1.5,1.8669989318654328,410,SN13,1.8825554099385393
1000,600,1,gaussian,1.5,1.8669989318654328,410,OptShrink,1.8867783289468651
1000,600,1,gaussian,1.5,1.8669989318654328,411,Algorithm 3,1.867031367395175
1000,600,1,gaussian,1.5,1.8669989318654328,411,SN13,1.90391542118285
1000,600,1,gaussian,1.5,1.8669989318654328,411,OptShrink,1.907734346990663
1000,600,1,gaussian,1.5,1.8669989318654328,412,Algorithm 3,1.8299136631264958
1000,600,1,gaussian,1.5,1.8669989318654328,412,SN13,1.8189917353944673
1000,600,1,gaussian,1.5,1.8669989318654328,412,OptShrink,1.8231539287853182
1000,600,1,gaussian,1.5,1.8669989318654328,413,Algorithm 3,1.834343804610655
1000,600,1,gaussian,1.5,1.8669989318654328,413,SN13,1.859325898127554
1000,600,1,gaussian,1.5,1.8669989318654328,413,OptShrink,1.8636062512173173
1000,600,1,gaussian,1.5,1.8669989318654328,414,Algorithm 3,1.8224271384789552
1000,600,1,gaussian,1.5,1.8669989318654328,414,SN13,1.8314940826922228
1000,600,1,gaussian,1.5,1.8669989318654328,414,OptShrink,1.8360986083421338
1000,600,1,gaussian,1.5,1.8669989318654328,415,Algorithm 3,1.8431240273148386
1000,600,1,gaussian,1.5,1.8669989318654328,415,SN13,1.8410669738307484
1000,600,1,gaussian,1.5,1.8669989318654328,415,OptShrink,1.8454098185947565
1000,600,1,gaussian,1.5,1.8669989318654328,416,Algorithm 3,1.8599597203505274
1000,600,1,gaussian,1.5,1.8669989318654328,416,SN13,1.8894041469378036
1000,600,1,gaussian,1.5,1.8669989318654328,416,OptShrink,1.8934601508351343
